site_numeric,site,longitude_reported,latitude_reported,longitude_snapped,latitude_snapped,distance_snapped,catchment_area_reported,river_width,catchment_area_snapped,catchment_area_h90m,order_orig_coords,order_snapped_coords,slope_channel,elevation_m
3270,BCJH,109.3553,31.132222,109.3554167,31.13208333,19.02269389,NA,25,320.2365112,320.2365112,6,6,0,180
3271,Cuijia river,109.355833,31.132222,109.3554167,31.13208333,42.56850627,NA,26,320.2365112,320.2365112,6,6,0,180
3272,BCJB,109.170179,31.1336,109.1720833,31.13458333,211.9152982,NA,43,836.5858154,836.2965088,6,6,0,314
3279,Qingpu-6,121.110209,31.143749,121.1120833,31.14375,178.5776725,NA,43,1.524809718,1.106688738,NA,3,0,5
3280,South River-2,108.323842,31.15612,108.3279167,31.15458333,424.1884741,NA,86,1568.68103,1568.088501,7,7,0,173
3283,Pudong-4,121.730614,31.15892,121.7320833,31.15708333,247.7785536,NA,53,101.6503296,0.009760159,NA,5,0,4
3289,Liangjiaba,117.670018,31.16685,117.67125,31.16541667,198.0658805,NA,47,0.430260062,0.06927263,NA,NA,0,5
3290,Pudong-6,121.492957,31.168073,121.4954167,31.16875,246.1073646,NA,53,0.781780481,0.007564099,NA,2,0,7
3294,NA,116.540018,31.17363,116.54125,31.17458333,158.2133567,NA,51.5,134.4150238,134.3297882,5,5,0.022516,139
3297,NA,121.337883,31.17601,121.33875,31.17541667,105.7417109,NA,28,6.406605721,6.380258083,3,3,0,6
3298,Minhang-4,121.337803,31.176148,121.33875,31.17541667,121.5032137,NA,26,6.406605721,6.380258083,3,3,0,6
3299,Chaohu-2,116.542638,31.177041,116.5429167,31.17625,91.96669374,NA,28,134.9656677,106.3463135,NA,5,0.002598,138
3301,BLXB,110.268611,31.179167,110.2679167,31.18041667,154.0294954,NA,33,50.13634491,6.456813812,3,5,0.042002,205
3306,Guajingkou,120.655404,31.185404,120.6579167,31.18791667,368.0965678,NA,90,1.717041492,1.533372402,2,2,0,3
3310,South River-3,108.310511,31.188363,108.31125,31.18791667,86.14733121,NA,41,583.8756714,0.020311575,NA,6,0,179
3311,Qingpu-3,121.155715,31.189196,121.15625,31.18708333,240.6363052,NA,53,38.26091003,36.18796921,4,4,0,3
3312,NA,121.155867,31.1892,121.15625,31.18708333,238.4324572,NA,48.58,38.26091003,0.007345553,NA,4,0,3
3313,Qingpu-5,121.112359,31.189215,121.1129167,31.19208333,323.6874842,NA,70,12.4722414,8.885209084,3,3,0,5
3317,NA,121.221434,31.19413,121.2204167,31.19458333,109.2312019,NA,33.33,0.274484575,0.007344928,NA,1,0.000886,5
3318,Qingpu-2,121.221476,31.194166,121.2204167,31.19458333,111.05818,NA,35,0.274484575,0.007344928,NA,1,0.000886,5
3324,Chaohu-3,116.78984,31.2006,116.7920833,31.20208333,269.9864754,NA,69,166.843811,0.035442069,NA,6,0.001732,81
3325,NA,116.792049,31.201238,116.79375,31.20291667,247.2891748,NA,73.25,166.9319458,159.4587708,6,6,0.007794,83
3329,Pudong-3,121.69215,31.205808,121.6945833,31.20708333,271.7211397,NA,55,0.222239092,0.056802958,1,2,0,2
3337,NA,121.392253,31.220482,121.3904167,31.22041667,174.9667141,NA,43.16,21.68364525,21.51786613,4,4,0,3
3338,Putuo-1,121.392256,31.220535,121.3904167,31.22041667,175.595832,NA,45,21.68364525,21.51786613,4,4,0,3
3339,Suzhou River,121.399811,31.222512,121.3979167,31.22291667,185.8739553,NA,48,17.80454636,17.75958252,3,3,0,7
3342,Suzhou River,121.403552,31.224125,121.40125,31.22375,223.0786676,144,55,17.70402718,0.007868037,NA,3,0,6
3343,Pudong-5,121.563146,31.22418,121.5645833,31.22458333,144.0041423,NA,40,12.19372177,0.00830927,NA,4,0,4
3344,NA,121.563133,31.224183,121.5645833,31.22458333,145.0775551,NA,40,12.19372177,0.00830927,NA,4,0,4
3349,NA,117.303182,31.226027,117.3029167,31.22458333,162.6809801,NA,48.72,121.5358429,0.007351066,NA,6,0,10
3350,Chaohu-4,117.303166,31.226179,117.3029167,31.22458333,179.2075136,NA,48,121.5358429,0.007351066,NA,6,0,10
3358,Tangxi River,108.810322,31.247143,108.8079167,31.24708333,229.0149522,1810,55,624.6765747,0.024508478,NA,6,0,186
3366,Qingpu-4,121.150419,31.261108,121.1504167,31.25958333,169.7252622,NA,50,2.498507977,2.403091192,2,2,0,4
3367,NA,121.15015,31.261117,121.1504167,31.25958333,172.6024889,NA,50.57,2.498507977,2.403091192,2,2,0,4
3377,NA,121.160133,31.278017,121.1554167,31.27875,456.0695041,NA,94.34,412.6987,0.007338387,NA,6,0,6
3378,Baoshan-4,121.160257,31.278309,121.1554167,31.27875,463.116616,NA,95,412.6987,0.007338387,NA,6,0,6
3383,Pudong-1,121.606136,31.289667,121.60375,31.29125,287.3506555,NA,63,24.63943863,0.007512307,NA,4,0,1
3384,NA,121.606303,31.289834,121.6045833,31.29125,227.1730476,NA,57.65,24.59057236,0.007512307,NA,4,0,4
3385,Jianshexiang,106.039,31.295,106.0404167,31.29208333,351.5372792,NA,77,3184.20459,3163.048096,7,7,0,327
3388,BDH,108.481111,31.301944,108.4829167,31.30125,188.3240375,NA,57,1337.479126,0.043661349,NA,6,0,188
3389,Donghe River,108.480529,31.301994,108.4829167,31.30125,241.7365537,NA,65,1337.479126,0.007855699,NA,6,0,188
3395,Chaohu-7,116.824355,31.306726,116.8220833,31.30541667,260.6285382,NA,63,201.4019775,200.5399017,5,5,0,45
3396,Baoshan-2,121.397786,31.328369,121.3970833,31.32958333,150.790193,NA,38,4.698402882,0.096292607,NA,3,0,2
3397,NA,121.397779,31.328388,121.3970833,31.32958333,148.5995431,NA,36.16,4.698402882,0.096292607,NA,3,0,2
3400,Wenquan,108.513517,31.334173,108.51375,31.33208333,233.6732485,NA,56,1185.271729,1184.447021,6,6,0.010804,198
3401,Dalongfang,118.446194,31.334959,118.4479167,31.33291667,280.2111825,NA,61,57.66941452,0.007333974,NA,5,0,8
3403,NA,116.623986,31.335728,116.6245833,31.33541667,66.53484496,NA,28.23,86.53665924,0.046623394,NA,5,0,75
3404,Chaohu-8,116.625902,31.335749,116.6279167,31.33541667,195.098196,NA,52.5,92.85861206,10.81399345,3,5,0,78
3405,Nanhui-6,121.570467,31.33852,121.5695833,31.33625,266.2970295,NA,59,4.150016308,4.074576855,3,3,0,3
3406,NA,121.570444,31.338574,121.5695833,31.33708333,185.0206341,NA,41.65,4.126741886,4.074576855,3,3,0,7
3407,Xiangxi River,110.755166,31.339969,110.7554167,31.33875,137.7754707,3095,60,992.7893066,712.6343384,6,6,0.003464,211
3410,Baoshan-1,121.448145,31.354554,121.4504167,31.35625,286.8425259,NA,77,21.99554253,21.81625557,4,4,0.001771,3
3411,NA,121.448393,31.354892,121.45125,31.35708333,365.0576701,NA,82.52,23.73368645,0.030100001,NA,4,0,2
3415,Jiading-1,121.175514,31.360995,121.17625,31.36125,75.50086894,NA,35,90.95589447,90.92713165,5,5,0,6
3416,NA,121.175353,31.361004,121.17625,31.36125,89.55501955,NA,34.49,90.95589447,90.92713165,5,5,0,6
3417,Donghe River,108.515656,31.365556,108.51625,31.36541667,58.55247108,NA,30,1169.609863,0.072417788,1,6,0,218
3421,NA,117.532015,31.377585,117.53375,31.38041667,355.7422162,NA,86.23,0.71025908,0.061307885,NA,3,0,9
3422,Chaohu-9,117.532462,31.378486,117.5345833,31.38125,367.8534435,NA,88.3,1.235677004,0.287190557,1,3,0,12
3424,Downtown-6,121.411835,31.387788,121.4129167,31.38791667,103.7829665,NA,27,0.038230978,0.01565695,NA,NA,0,1
3425,Yang Stream,119.946112,31.388142,119.94375,31.38708333,253.5166561,NA,52,39.25382233,0.007329815,NA,4,0,7
3426,NA,117.495081,31.389647,117.49625,31.38875,149.3692177,NA,31.84,75.21360016,73.16020203,5,5,0,8
3427,DNH4,109.624167,31.390278,109.62375,31.38958333,86.89166243,NA,25,2301.783203,2301.719238,7,7,0,220
3428,Chaohu-38,117.49601,31.39037,117.49625,31.38875,181.7739832,NA,37,75.21360016,0.00732962,NA,5,0,8
3432,DNH5,109.630278,31.3937,109.6270833,31.39291667,315.844716,NA,72,2028.549316,95.22691345,5,7,0,201
3433,Main stem-5,109.627177,31.39371,109.6254167,31.39125,320.8931774,NA,72,2028.678223,2019.345825,7,7,0,205
3434,Xiongjia River,109.554155,31.395918,109.5554167,31.39625,125.4520297,NA,35,241.1212921,194.689682,NA,5,0.00869,218
3435,XJH5,109.55922,31.39595,109.5604167,31.39625,118.5109256,NA,30,241.6385498,241.5988464,5,5,0.004345,216
3436,Houxi River,109.602778,31.396111,109.6029167,31.39708333,109.0386766,NA,25,265.938385,0.229933366,NA,5,0,211
3438,Xiongjia River-6,109.573741,31.396632,109.57375,31.39708333,50.24947439,NA,26,250.0268555,0.276999414,NA,5,0,213
3443,Chongming-9,121.681265,31.403403,121.6820833,31.40291667,94.74421693,NA,25,3.227643251,2.872260571,2,2,0,5
3448,Chaohu-29,116.942894,31.418721,116.94625,31.41958333,332.9499607,NA,77.7,1465.814087,1465.661865,7,7,0,18
3449,NA,116.94245,31.418844,116.94625,31.41958333,370.2532655,NA,78.24,1465.814087,1465.585449,7,7,0,18
3450,Downtown-5,121.366215,31.425663,121.36625,31.42708333,158.1457339,NA,45,80.2474823,0.007409603,NA,5,0,5
3451,NA,121.3663,31.4258,121.36625,31.42708333,142.938942,NA,43.94,80.2474823,0.007409603,NA,5,0,5
3452,NA,117.276872,31.426841,117.2795833,31.42625,265.8195163,NA,55,230.5055084,230.3669281,6,6,0,6
3453,Chaohu-12,117.274817,31.427133,117.2770833,31.42708333,215.3486041,NA,56.7,230.3669281,230.2553711,6,6,0,15
3455,DNH3,109.635825,31.438185,109.63625,31.43708333,129.1094014,NA,30,1917.236816,0.048701499,NA,7,0,225
3461,Jiading-3,121.280709,31.459877,121.2829167,31.46125,259.43271,NA,57,242.3443604,241.8187256,6,6,0,1
3463,Wu Stream,119.982284,31.461351,119.98375,31.46125,139.656952,NA,33,7.522619247,7.469238758,3,3,0,7
3464,HXH4,109.613385,31.462659,109.6145833,31.46291667,117.3452134,NA,28,448.2846069,448.1792908,5,5,0,241
3466,HXH1,109.354102,31.463167,109.35625,31.46375,214.0345938,NA,44,195.9881592,195.5740814,5,5,0.039106,455
3469,DNH2,109.635833,31.466944,109.6345833,31.46625,141.5890845,NA,40,1403.362305,1403.206177,7,7,0,226
3470,Hanwangchang,104.154361,31.46942,104.15625,31.46708333,315.9576771,NA,70,399.7773132,313.3982544,NA,6,0.000866,715
3480,Caoqiao River,120.001192,31.498112,120.0029167,31.49875,178.4429511,NA,38,21.41117477,0.00974516,NA,4,0,6
3488,Liuyao Creek-2,121.71757,31.516512,121.7170833,31.51541667,130.3855448,NA,41,40.70799637,40.65419006,5,5,0,1
3489,Chongming-2,121.716784,31.518213,121.71875,31.51708333,224.9930739,NA,48,40.61537933,16.27891922,4,5,0,3
3490,NA,121.7169,31.518383,121.71875,31.51708333,227.493322,NA,48.96,40.61537933,0.012194004,NA,5,0,3
3494,Main stem-1,109.621035,31.525309,109.6220833,31.52458333,128.1449072,NA,33,1337.328247,0.059674021,NA,7,0,287
3495,DNH1,109.62104,31.52531,109.6220833,31.52458333,127.8473551,NA,33,1337.328247,0.059674021,NA,7,0,287
3498,Ludianqiaobang,120.285093,31.531469,120.28625,31.53125,112.4546974,NA,29,1.08711791,0.008019402,NA,2,0,6
3501,DXH7,109.611077,31.535879,109.6120833,31.53625,104.0289945,NA,30,771.6175537,771.4122314,6,6,0,281
3502,Xixi River,109.621667,31.536389,109.6229167,31.53625,119.5720063,NA,30,774.7047119,774.6785278,6,6,0.032041,280
3503,XXH1,109.617884,31.537015,109.61875,31.53791667,129.7137265,NA,30,774.3652954,0.059822045,NA,6,0.001732,288
3504,Xixi River-1,109.617894,31.537018,109.61875,31.53791667,128.8553903,NA,30,774.3652954,0.059822045,NA,6,0.001732,288
3506,Dongxi River-8,109.6253,31.5375,109.6245833,31.53625,154.8741078,NA,41,550.2221069,550.0996094,6,6,0.019918,274
3508,NA,117.109436,31.539315,117.1095833,31.54041667,123.4310267,NA,36.19,578.3058472,0.007317951,NA,4,0,12
3509,Songjiang-11,121.839913,31.539485,121.8404167,31.53958333,49.02327168,NA,25,0.589906037,0.007318611,NA,2,0,3
3512,Meiliang River-1,120.224857,31.540811,120.22375,31.54125,115.8383154,NA,35,0.055427704,0.007319374,NA,NA,0,3
3514,Chaohu-14,117.10801,31.54095,117.1079167,31.54208333,126.4724518,NA,33,578.3849487,0.008003483,NA,4,0,8
3516,Ludianqiaobang,120.282763,31.540972,120.2820833,31.54208333,139.509415,NA,28,0.345142573,0.02575675,NA,1,0.013286,-2
3518,Meiliang River-2,120.227494,31.544085,120.22875,31.54291667,176.3912172,NA,37,0.122525282,0.007319861,NA,NA,0,-5
3521,Fengle,117.224063,31.544676,117.2254167,31.54208333,315.8971721,NA,81,2062.915283,0.023409944,NA,7,0,9
3523,NA,116.987122,31.546462,116.9870833,31.54708333,69.26371371,NA,31.54,1478.876465,1478.579224,7,7,0,8
3524,Chaohu-13,116.987103,31.546762,116.9879167,31.54791667,149.9336443,NA,33,1478.918457,1478.876465,7,7,0,11
3529,Meiliang River-3,120.22959,31.550235,120.2304167,31.55291667,308.6502296,NA,65,2.311035156,0.395313621,1,2,0.031,7
3531,Liuyao Creek-1,121.743629,31.551438,121.7445833,31.55208333,115.5705498,NA,35,1.488164544,0.055030733,1,2,0,0
3533,Meiliang River-4,120.241314,31.552289,120.2429167,31.55375,222.6311593,NA,55,3.89423418,0.04225333,NA,2,0,3
3534,Wudachengbang-4,120.280575,31.5523,120.2804167,31.55375,162.1105611,NA,50,16.72493935,1.766120195,2,4,0,5
3535,Wudachengbang-3,120.281027,31.553221,120.28375,31.55625,424.7535079,NA,90,16.91366768,0.030553041,NA,4,0,6
3536,Wudachengbang-2,120.2814,31.5536,120.28375,31.55625,369.7518736,NA,80,16.91366768,0.007316976,NA,4,0,6
3537,Wudachengbang-1,120.282,31.5542,120.28375,31.55708333,361.3579304,NA,90,16.95908737,16.801157,4,4,0,4
3539,Meiliang River-5,120.24868,31.555331,120.2504167,31.55625,193.9187054,NA,60,7.65246439,5.566025257,3,3,0,2
3542,Meiliang River-6,120.256338,31.556477,120.2579167,31.55708333,164.2574666,NA,45,10.15948677,0.173686951,1,4,0,5
3553,XXH9,109.204444,31.589167,109.2045833,31.58875,48.26388033,NA,25,214.4541931,0.040173694,NA,5,0,701
3554,XXH10,109.267568,31.590257,109.2695833,31.59041667,191.9260381,NA,51,263.0514526,0.044444636,NA,5,0.084005,599
3555,South Hengyin River-1,121.5293,31.5924,121.5279167,31.59291667,143.2250163,NA,42,99.88581848,0.00731385,NA,5,0,5
3556,Dongping Stream,121.487427,31.601037,121.4879167,31.60208333,125.3888715,NA,30,2.05313611,0.007313113,NA,2,0,4
3558,Chongming-3,121.532394,31.60416,121.5329167,31.60291667,147.0107974,NA,46,16.67403984,0.008918574,NA,4,0,3
3562,Changshu,120.737217,31.612637,120.7370833,31.61375,124.5449,NA,52,0.906759501,0.266094416,NA,2,0,4
3563,NA,117.797228,31.614921,117.7945833,31.61291667,335.6193846,NA,68.73,493.7562866,0.008975568,NA,6,0,4
3565,Maoba,107.749849,31.617044,107.74625,31.61625,352.4372336,NA,84,1421.311523,1420.965332,7,7,0,354
3572,Chongming-1,121.682643,31.632174,121.6795833,31.63208333,290.1741091,NA,69,18.34484482,0.00732129,NA,4,0,3
3573,NA,121.682834,31.632245,121.6795833,31.63208333,308.626754,NA,66.89,18.34484482,0.00732129,NA,4,0,3
3574,DXH4,109.6697,31.6342,109.6704167,31.63375,84.39907911,NA,30,402.4712219,0.022203187,NA,5,0,423
3578,Leihe,112.169455,31.653538,112.1720833,31.65375,250.1742518,NA,52,2818.821289,0.008485904,NA,7,0,55
3579,South Hengyin River-2,121.3994,31.6583,121.4020833,31.65708333,288.0823653,NA,62,32.10972977,28.29507446,4,4,0,3
3581,Chaohu-16,117.679784,31.662475,117.6795833,31.66125,137.685493,NA,42,1.731936455,0.007308332,NA,NA,0,7
3583,NA,117.679711,31.662926,117.6795833,31.66125,186.9631972,NA,39.29,1.731936455,0.007316648,NA,NA,0,7
3587,The Upper Reaches of Daning River,109.609903,31.670767,109.61125,31.67125,138.4808766,NA,35,296.6333923,0.238411009,NA,5,0,475
3591,NA,121.347157,31.688009,121.3479167,31.68625,208.6147169,NA,50,46.1216774,36.01115036,5,5,0,4
3592,Chongming-7,121.346979,31.68814,121.3479167,31.68625,228.3738865,NA,47,46.1216774,36.01115036,5,5,0,4
3593,Gelong Brook,121.349449,31.688222,121.3495833,31.68791667,36.29331796,NA,25,10.03806114,10.03806114,4,4,0.001771,5
3594,NA,117.78612,31.688944,117.7870833,31.68541667,403.1246635,NA,84.12,319.7263489,319.4708557,6,6,0,10
3597,Chaohu-43,117.786615,31.690556,117.78625,31.68791667,295.8364775,NA,75,319.599823,0.007306257,NA,6,0,12
3604,Chaohu-27,117.36168,31.721496,117.3629167,31.72041667,167.7759176,NA,69.3,95.99276733,95.93826294,5,5,0.008643,8
3605,NA,117.361765,31.721785,117.3629167,31.72041667,187.3347568,NA,73.74,95.99276733,0.007335166,NA,5,0.008643,8
3608,North Hengyin River-2,121.441148,31.744909,121.4454167,31.74458333,405.7211631,NA,85,18.53726768,0.014202741,NA,4,0,3
3609,NA,121.24326,31.752214,121.2404167,31.75375,318.8646632,NA,70,30.95855713,0.007301243,NA,4,0,3
3610,Chongming-6,121.243113,31.752262,121.2404167,31.75375,304.2686913,NA,70,30.95855713,0.007301243,NA,4,0,3
3611,NA,117.753163,31.768769,117.7545833,31.76791667,164.5359045,NA,54.27,213.4636993,0.007983888,NA,6,0,13
3612,Chaohu-18,117.75246,31.769108,117.7545833,31.76791667,240.7718557,NA,51.5,213.4636993,0.007899195,NA,6,0,13
3613,Chaohu-19,117.112831,31.78117,117.11375,31.78208333,133.7901714,NA,30,20.71996307,0.010098208,NA,NA,0,16
3614,NA,117.11286,31.781562,117.11375,31.78208333,102.2783988,NA,30.2,20.71996307,0.010098208,NA,NA,0,16
3616,Chongming-5,121.352359,31.793885,121.3529167,31.79458333,93.95342255,NA,28,7.460715771,7.423270226,3,3,0,6
3617,NA,121.352324,31.793888,121.3529167,31.79458333,95.58169698,NA,26,7.460715771,7.423270226,3,3,0,6
3622,Chaohu-20,117.329418,31.843734,117.3320833,31.84291667,267.9672138,NA,61.4,635.7452393,0.007722644,NA,6,0,12
3623,NA,117.329604,31.843786,117.3320833,31.84291667,253.6454808,NA,65.02,635.7452393,0.007722644,NA,6,0,12
3625,Daluocun,118.865603,31.866652,118.8620833,31.86791667,361.307683,NA,84,1257.780518,0.007417047,NA,6,0,6
3626,Chaohu-21,117.284964,31.88509,117.2854167,31.88458333,70.79492196,NA,26.6,163.252121,0.007521261,NA,5,0,16
3627,NA,117.285071,31.885389,117.2854167,31.88458333,95.4525753,NA,28.9,163.252121,163.2120667,5,5,0,16
3628,Chaohu-46,117.458532,31.893017,117.4595833,31.89041667,306.0481618,NA,62.5,281.2447815,281.0023193,5,5,0,12
3629,Chaohu-22,117.458556,31.894404,117.45875,31.89291667,166.5813679,NA,51.4,281.0023193,275.7529602,5,5,0,12
3630,NA,117.458462,31.895854,117.45875,31.89375,235.792574,NA,53.11,280.9772949,0.007447371,NA,5,0,9
3635,Chaohu-45,117.15855,31.961734,117.15875,31.96208333,43.23226745,NA,25,0.061565977,0.061565977,1,1,0.012964,50
3644,Qinhuai (Inner),118.789729,32.020046,118.7895833,32.02125,134.7319698,NA,43,0.307584554,0.007322358,NA,NA,0,12
3647,Kaifengyu,111.249168,32.033707,111.2520833,32.03625,394.7475066,NA,89,5511.008789,5395.415039,7,7,0,201
3648,Qinhuai (Outer),118.756778,32.046174,118.75375,32.04791667,345.3448373,NA,78,2647.702637,0.007283172,NA,7,0,7
3653,Jinchuan River,118.748034,32.107299,118.7479167,32.10708333,26.43458182,NA,29,3.877632618,3.877632618,3,3,0,8
3658,Chaheji,118.598279,32.203053,118.6029167,32.20458333,468.8816509,NA,96,6024.477539,0.00858038,NA,8,0,7
3662,Chu River-1,118.926536,32.248935,118.92875,32.24791667,237.2740704,NA,94,7729.993652,0.007262057,NA,8,0,1
3663,Gucheng,111.553873,32.251798,111.5545833,32.25541667,408.3410558,NA,84,1021.310852,1020.659668,6,6,0,84
3666,Dayunhe,119.19,32.26,119.1879167,32.25791667,303.7221898,NA,84,57.08803558,0.052962486,NA,5,0,1
3667,Chuxian,118.369344,32.271101,118.3704167,32.27208333,148.8342101,NA,39,3.237262249,3.126413107,3,3,0,12
3668,Qingjiang,105.466589,32.305292,105.46875,32.30291667,333.5577293,NA,77,2458.541504,0.017035164,NA,7,0,520
3678,Jitan,112.259753,32.684617,112.26375,32.68458333,374.5085243,NA,89,905.3112793,905.1647949,3,3,0,95
3682,Moon River-8,108.764102,32.732924,108.76625,32.73208333,221.8480922,NA,48,1149.812378,301.7486877,NA,6,0,280
3683,Heng River-4,108.783877,32.742898,108.78375,32.74125,183.8395074,NA,40,972.3054199,0.030554038,NA,7,0.005196,279
3685,Fujia River,108.969475,32.752714,108.9695833,32.75291667,24.73566969,NA,25,427.5750122,427.5750122,6,6,0.02165,288
3686,Moon River-7,108.697078,32.75342,108.6979167,32.75291667,96.45881275,NA,40,1023.089294,0.037629016,NA,6,0,324
3687,Heng River-3,108.792093,32.792711,108.7920833,32.79125,162.6402918,NA,38,904.6434326,0.132414281,NA,7,0,321
3688,Moon River-6,108.6289,32.815402,108.6304167,32.81625,170.423984,NA,45,876.5787964,874.3511353,6,6,0,310
3690,Jiaheba,105.0833,32.821,105.08625,32.82375,412.1554374,NA,88,8279.777344,8279.254883,8,8,0,714
3691,Heng River-2,108.810072,32.82196,108.8104167,32.82125,85.3606499,NA,25,0.03944863,0.021972373,NA,NA,0.048495,332
3692,Moon River-5,108.572154,32.841774,108.57375,32.84291667,196.1155385,NA,46,371.1370239,370.7475891,5,5,0.00866,326
3699,Heng River-1,108.812081,32.881232,108.8129167,32.88041667,119.7542961,NA,35,840.7232056,840.2536621,7,7,0,396
3705,BM,100.748704,32.930642,100.7504167,32.92958333,198.7350953,NA,53,4329.453613,0.007207165,NA,7,0,3516
3707,Mekong_M1Ê,95.127012,32.937056,95.12791667,32.93708333,84.57496782,NA,30,10188.69629,0.200878352,NA,8,0.015583,4137
3709,Guyiba,104.632772,32.965732,104.63375,32.96625,108.0202412,NA,25,6931.498047,0.01877946,NA,8,0,959
3710,Jiajiafang,110.4167,32.9667,110.4145833,32.96375,383.30566,NA,78,1311.939697,1311.674438,7,7,0,249
3713,Gangtuo,97.249521,32.981352,97.24541667,32.97958333,430.8805628,NA,87,138183.1094,138182.7969,10,10,0,3525
3714,ZMD,97.245999,33.007879,97.24875,33.00625,314.384072,NA,65,137995.7344,0.013300196,NA,10,0,3526
3715,Zhimenda,97.246167,33.007931,97.24958333,33.00541667,424.3284684,NA,90,137995.7656,0.013300196,NA,10,0,3560
3717,BT,97.041864,33.014611,97.04291667,33.01541667,133.0368481,NA,44,2296.372314,2295.718262,7,7,0,3662
3724,Downstream_Qi River,111.16043,33.156517,111.1595833,33.15625,84.31708187,1501,40,1482.687866,1482.09082,7,7,0,186
3728,LB,96.474768,33.228562,96.47125,33.22958333,346.7553445,NA,84,450.7735596,0.007226759,NA,6,0.00433,4206
3729,Xixia,111.483899,33.265415,111.48125,33.26291667,371.6759243,NA,76,3416.212891,3415.699707,7,7,0,206
3731,Downstream_Jingshui River,107.862701,33.267555,107.8645833,33.26791667,179.7665308,731,50,731.118103,730.9987183,6,6,0,438
3732,Jinshui River(dry),107.852002,33.277955,107.8545833,33.27541667,370.8863914,923,75,729.7165527,0.329926968,1,6,0,432
3733,LB,96.421944,33.2825,96.42291667,33.28291667,101.7085114,NA,42,1764.939331,0.009400627,NA,7,0.005197,4181
3736,Wudou,104.919536,33.389245,104.9229167,33.38875,319.0164584,NA,64,14307.99414,13922.16211,8,8,0,1002
3737,Zhimenda-1,97.278867,33.449361,97.27958333,33.44958333,70.98866096,NA,88,3113.031982,0.019199001,NA,7,0.028967,4277
3738,Majie,104.951548,33.463834,104.9504167,33.46375,105.47833,NA,38,356.2237854,353.9777222,6,6,0.062351,1275
3740,Upstream_Qi River,111.03546,33.595759,111.03625,33.59625,91.39698712,NA,28,3.532515764,0.021058785,NA,NA,0,563
3741,Yanshiping,92.072,33.598,92.07208333,33.59875,83.84640977,NA,32,4537.815918,4537.05127,7,7,0,4702
3744,Danfeng,110.316066,33.694589,110.31875,33.69291667,310.570526,NA,88,2771.16333,2238.63916,7,7,0.013035,545
3747,Daqiao,105.280298,33.743425,105.2820833,33.74375,169.1744096,NA,40,6489.0625,6488.861816,8,8,0,1039
3749,Sanpanzi,104.546229,33.883809,104.5470833,33.88291667,126.888983,NA,35,1959.324341,0.026152791,NA,7,0,1523
3750,Lijie,104.06648,33.896508,104.0679167,33.89625,135.8200032,NA,33,8347.152344,0.105908252,NA,8,0,1555
3751,Yangdian,106.4242,33.93103,106.4245833,33.93208333,122.4852958,NA,40,818.7260132,644.850769,6,6,0,965
83,Paraguay River,-57.65014,-18.992877,-57.61791667,-18.99708333,3423.927056,NA,350,254080.9219,190003.5,11,11,0,86
95,Borges2015_1274,49.072902,-18.82389,49.06458333,-18.83041667,1138.460302,NA,150,5974.822266,5973.066406,8,8,0,9
97,Borges2015_1277,48.99472,-18.76739,49.00875,-18.78458333,2418.629462,NA,250,4744.811035,0.03499819,NA,8,0,10
100,Borges2015_1276,48.98861,-18.73806,48.99208333,-18.75375,1784.566961,NA,180,4721.617676,0.009706078,NA,8,0,10
103,Borges2015_1279,48.98042,-18.649,48.98625,-18.65791667,1167.628358,NA,125,1918.364746,0.011967307,NA,7,0,15
106,ZBZ.19,36.24422,-18.57924,36.24041667,-18.61208333,3678.058842,1379213,720,1374536.25,589213.9375,NA,11,0,2
107,ZBZ.20,36.44534,-18.56729,36.42708333,-18.53375,4201.48488,1379423,1130,894.1272583,197.3036957,NA,6,0,9
108,ZBZ.20,36.19319,-18.5486,36.24041667,-18.61208333,8647.201928,1379423,1000,1374536.25,480242.75,NA,11,0,2
114,ZBZ.19,36.05988,-18.36487,36.03791667,-18.34541667,3174.038206,1379213,450,1374404,0.008485653,NA,11,0,7
119,Borges2015_1290,49.267456,-18.256527,49.27458333,-18.24875,1147.710384,NA,125,3378.45874,0.015781447,NA,7,0,12
123,Borges2015_1242,46.950463,-18.16581,46.95625,-18.15625,1227.695429,NA,130,9394.697266,9392.458008,8,8,0,966
129,Borges2015_1101,25.85963,-17.93106,25.84875,-17.93625,1289.035434,NA,140,518365.9063,0.911341071,2,11,0,768
130,ZBZ.9,25.85963,-17.93098,25.84875,-17.93625,1293.051662,521391,130,518365.9063,0.911341071,2,11,0,768
132,ZBZ.8,25.84259,-17.88741,25.82375,-17.89458333,2149.659487,520912,310,517720.6875,0.216608226,NA,11,0,891
133,ZBZ.8,25.84263,-17.8874,25.82375,-17.89458333,2154.00737,520912,310,517720.6875,0.216608226,NA,11,0,891
134,ZBZ.8,25.84265,-17.88739,25.82375,-17.89458333,2156.388015,520912,310,517720.6875,0.216608226,NA,11,0,891
135,VicFalls,25.65795,-17.8208,25.67875,-17.80958333,2533.482832,NA,370,464558.9063,0.028381219,NA,11,0,903
136,ZBZ.18,35.39949,-17.80587,35.40541667,-17.82458333,2175.794431,1368613,540,1362381.5,0.070727982,NA,11,0,25
137,ZBZ.18,35.39935,-17.80579,35.40541667,-17.82458333,2188.635122,1368613,540,1362381.5,0.154549688,1,11,0,25
138,ZBZ.7,25.28073,-17.79853,25.36041667,-17.83541667,9390.571643,517757,1160,515163.875,55935.75,NA,11,0.008708,923
