site_numeric,GPP_yr,NPP_yr,wetland_cover,peatland_cover,nee_yr
354,2309.8249000841965,939.6505373381592,0,1.257134588187295,-31.112432670593265
355,2663.7000000000007,992.5549019607844,0,1.1539249226218264,-29.03386173248291
356,2663.7000000000007,992.5549019607844,0,1.1539249226218264,-29.03386173248291
357,2411.0081565792307,1213.0593516143474,0,0.7478738892771718,-26.92087574005127
358,2411.0081565792307,1213.0593516143474,0,0.7478738892771718,-26.92087574005127
359,2010.8099865522868,1297.9072763954932,0,19.34575131525603,-13.80540657043457
361,2411.0081565792307,1213.0593516143474,0,0.7478738892771718,-26.92087574005127
363,2010.8099865522868,1297.9072763954932,0,19.34575131525603,-13.80540657043457
364,2872.658291106237,1242.3060771803885,0,1.30001205614851,-26.63483943939209
365,2872.658291106237,1242.3060771803885,0,1.30001205614851,-26.63483943939209
366,2539.755640958573,979.6139816023704,0,3.36123703233882,-26.92087574005127
368,2413.316001200388,1204.6351903761197,0,0,-26.92087574005127
369,2662.8254901960786,956.8588235294118,0,11.631074288754387,-26.92087574005127
371,2329.996292892773,942.6661974291632,0,12.22317370629784,-31.112432670593265
376,3237.120776548842,1668.1119573570636,0,4.04893985228445,-12.684501552581786
377,2412.3113478414516,1184.9458934251368,0,3.23465941001722,-29.968098640441895
378,2412.2330410137606,1184.5398712084357,0,7.872824286071829,-27.14498310089111
379,2412.2330410137606,1184.5398712084357,0,7.872824286071829,-27.14498310089111
380,2412.2330410137606,1184.5398712084357,0,7.872824286071829,-27.14498310089111
381,2412.4389337467937,1184.2270320336236,0,17.290986384200323,-29.968098640441895
382,2412.4389337467937,1184.2270320336236,0,17.290986384200323,-29.968098640441895
383,2412.4389337467937,1184.2270320336236,0,17.290986384200323,-29.968098640441895
384,2412.4389337467937,1184.2270320336236,0,17.290986384200323,-29.968098640441895
385,2412.4389337467937,1184.2270320336236,0,17.290986384200323,-29.968098640441895
386,2412.4389337467937,1184.2270320336236,0,17.290986384200323,-29.968098640441895
387,2412.4389337467937,1184.2270320336236,0,17.290986384200323,-29.968098640441895
388,2523.921568627451,898.592156862745,0,16.07826623366707,-29.968098640441895
389,2523.921568627451,898.592156862745,0,16.07826623366707,-29.968098640441895
390,2523.921568627451,898.592156862745,0,16.07826623366707,-29.968098640441895
391,2523.921568627451,898.592156862745,0,16.07826623366707,-29.968098640441895
392,2412.43100024701,1184.1993990941228,0,11.536212756323682,-29.968098640441895
393,2412.43100024701,1184.1993990941228,0,11.536212756323682,-29.968098640441895
394,2412.4440096479984,1183.9685938602083,0,0,-29.968098640441895
395,2412.4440096479984,1183.9685938602083,0,0,-29.968098640441895
396,2412.442849708304,1183.9414331256064,0,13.35672500916481,-29.968098640441895
397,2502.3566186474595,906.9262625050022,0,13.35672500916481,-29.968098640441895
398,2502.3566186474595,906.9262625050022,0,13.35672500916481,-29.968098640441895
399,2585.781132075472,992.9471698113208,0,6.601488719575402,-14.666157388687134
400,2613.777570093458,920.8523364485982,0,19.389405637191675,-26.00387477874756
401,2502.3566186474595,906.9262625050022,0,13.35672500916481,-29.968098640441895
402,2412.443705677359,1183.8643962113076,0,5.418469318937774,-29.968098640441895
403,2613.777570093458,920.8523364485982,0,19.389405637191675,-26.00387477874756
404,2502.3566186474595,906.9262625050022,0,13.35672500916481,-29.968098640441895
