Ref	Extractor	Site name	day	month	year	time	Measurement	Latitude	Longitude	LakeType	Elevation	Climate	Watershed area	Watershed LULC	Surface area_m2	Circumference	Volume	Mean depth	Max depth	CO2	CO2_units	CO2_avg_n	CO2_uncert_val	CO2_uncert_text	CO2_method_cat	CO2_method	CO2_instrument	CH4	CH4_units	CH4_avg_text	CH4_avg_n	CH4_uncert_val	CH4_uncert_text	CH4_instrument	N2O	N2O_avg_text	N2O_uncert_val	N2O_uncert_text	N2O_n	N2O_units	N2O_instrument	F_CO2	FCO2_avg_text	F_CO2_uncert_val	F_CO2_uncert_text	F_CO2_n	F_CO2_method	F_CO2_units	FCH4_diff_avg_val	FCH4_diff_avg_text	FCH4_diff_avg_n	FCH4_diff_uncert_val	FCH4_diff_uncert_text	F_CH4_method	F_CH4_units	FCH4_ebb_avg_val	FCH4_ebb_avg_text	FCH4_ebb_avg_n	FCH4_ebb_uncert_val	FCH4_ebb_uncert_text	F_CH4_methods	FN2O_avg_val	FN2O_avg_text	FN2O_avg_n	FN2O_uncert_val	FN2O_uncert_text	FN2O_UNITS	Max depth	Mean depth	Secchi depth	Sample depth	Stratification	Residence_time	Temperature	DO_mg	pH	Conductivity	k	k600	k_units	Trophic level index	Comments							
183	Adam Rexroade	GitaruIntake	17	5	2013		spot	-0.897587	37.485506	reservoir		3			3100000		20000000											63.28319239	nmol CH4/L	single				Headspace method and gas chromatograph (SRI 8610C)	7.279877317	single				nmol/L	Headspace method and gas chromatograph (SRI 8610C)																																																
183	Adam Rexroade	MasingaIntake	18	5	2013		spot	-0.897587	37.485506	reservoir		3			120000000		1560000000											166.9407226	nmol CH4/L	single				Headspace method and gas chromatograph (SRI 8610C)	8.406714759	single				nmol/L	Headspace method and gas chromatograph (SRI 8610C)																																																
183	Adam Rexroade	MasingaBridge	18	5	2013		spot	-0.897587	37.485506	reservoir		3			120000000		1560000000											210.7324488	nmol CH4/L	single				Headspace method and gas chromatograph (SRI 8610C)	20.25919409	single				nmol/L	Headspace method and gas chromatograph (SRI 8610C)																																																
183	Adam Rexroade	SaganaBridge	6	6	2013		spot	-0.897587	37.485506	reservoir		3																131.3373006	nmol CH4/L	single				Headspace method and gas chromatograph (SRI 8610C)	7.7963528	single				nmol/L	Headspace method and gas chromatograph (SRI 8610C)																																																
183	Adam Rexroade	KamburuIntake	6	6	2013		spot	-0.897587	37.485506	reservoir		3			15000000		123000000											61.69766867	nmol CH4/L	single				Headspace method and gas chromatograph (SRI 8610C)	7.358376735	single				nmol/L	Headspace method and gas chromatograph (SRI 8610C)																																																
183	Adam Rexroade	KamburuExit	6	6	2013		spot	-0.897587	37.485506	reservoir		3			15000000		123000000											21.44687513	nmol CH4/L	single				Headspace method and gas chromatograph (SRI 8610C)	8.706303694	single				nmol/L	Headspace method and gas chromatograph (SRI 8610C)																																																
183	Adam Rexroade	GitaruExit	6	6	2013		spot	-0.897587	37.485506	reservoir		3			3100000		20000000											36.86169083	nmol CH4/L	single				Headspace method and gas chromatograph (SRI 8610C)	8.871513241	single				nmol/L	Headspace method and gas chromatograph (SRI 8610C)																																																
183	Adam Rexroade	GitaruIntake	6	6	2013		spot	-0.897587	37.485506	reservoir		3			3100000		20000000											15.67786554	nmol CH4/L	single				Headspace method and gas chromatograph (SRI 8610C)	8.41324716	single				nmol/L	Headspace method and gas chromatograph (SRI 8610C)																																																
183	Adam Rexroade	MasingaIntake	7	6	2013		spot	-0.897587	37.485506	reservoir		3			120000000		1560000000											44.06074916	nmol CH4/L	single				Headspace method and gas chromatograph (SRI 8610C)	8.37496532	single				nmol/L	Headspace method and gas chromatograph (SRI 8610C)																																																
183	Adam Rexroade	MasingaBridge	7	6	2013		spot	-0.897587	37.485506	reservoir		3			120000000		1560000000											155.0648367	nmol CH4/L	single				Headspace method and gas chromatograph (SRI 8610C)	22.8643737	single				nmol/L	Headspace method and gas chromatograph (SRI 8610C)																																																
183	Adam Rexroade	SaganaBridge	27	6	2013		spot	-0.897587	37.485506	reservoir		3																301.8644442	nmol CH4/L	single				Headspace method and gas chromatograph (SRI 8610C)	9.701877167	single				nmol/L	Headspace method and gas chromatograph (SRI 8610C)																																																
183	Adam Rexroade	KamburuIntake	27	6	2013		spot	-0.897587	37.485506	reservoir		3			15000000		123000000											163.682504	nmol CH4/L	single				Headspace method and gas chromatograph (SRI 8610C)	7.007367097	single				nmol/L	Headspace method and gas chromatograph (SRI 8610C)																																																
183	Adam Rexroade	KamburuExit	27	6	2013		spot	-0.897587	37.485506	reservoir		3			15000000		123000000											77.06468995	nmol CH4/L	single				Headspace method and gas chromatograph (SRI 8610C)	9.836493007	single				nmol/L	Headspace method and gas chromatograph (SRI 8610C)																																																
183	Adam Rexroade	GitaruExit	27	6	2013		spot	-0.897587	37.485506	reservoir		3			3100000		20000000											22.24707997	nmol CH4/L	single				Headspace method and gas chromatograph (SRI 8610C)	9.802766053	single				nmol/L	Headspace method and gas chromatograph (SRI 8610C)																																																
183	Adam Rexroade	GitaruIntake	27	6	2013		spot	-0.897587	37.485506	reservoir		3			3100000		20000000											7.238405046	nmol CH4/L	single				Headspace method and gas chromatograph (SRI 8610C)	9.187641981	single				nmol/L	Headspace method and gas chromatograph (SRI 8610C)																																																
183	Adam Rexroade	MasingaIntake	28	6	2013		spot	-0.897587	37.485506	reservoir		3			120000000		1560000000											72.13241562	nmol CH4/L	single				Headspace method and gas chromatograph (SRI 8610C)	10.71701654	single				nmol/L	Headspace method and gas chromatograph (SRI 8610C)																																																
183	Adam Rexroade	MasingaBridge	28	6	2013		spot	-0.897587	37.485506	reservoir		3			120000000		1560000000											70.365207	nmol CH4/L	single				Headspace method and gas chromatograph (SRI 8610C)	11.60638082	single				nmol/L	Headspace method and gas chromatograph (SRI 8610C)																																																
183	Adam Rexroade	SaganaBridge	16	7	2013		spot	-0.897587	37.485506	reservoir		3																391.7472745	nmol CH4/L	single				Headspace method and gas chromatograph (SRI 8610C)	9.491808952	single				nmol/L	Headspace method and gas chromatograph (SRI 8610C)																																																
183	Adam Rexroade	KamburuIntake	16	7	2013		spot	-0.897587	37.485506	reservoir		3			15000000		123000000											6.766923323	nmol CH4/L	single				Headspace method and gas chromatograph (SRI 8610C)	6.355709993	single				nmol/L	Headspace method and gas chromatograph (SRI 8610C)																																																
183	Adam Rexroade	KamburuExit	16	7	2013		spot	-0.897587	37.485506	reservoir		3			15000000		123000000											29.8136384	nmol CH4/L	single				Headspace method and gas chromatograph (SRI 8610C)	9.452419825	single				nmol/L	Headspace method and gas chromatograph (SRI 8610C)																																																
183	Adam Rexroade	GitaruExit	17	7	2013		spot	-0.897587	37.485506	reservoir		3			3100000		20000000											6.226610864	nmol CH4/L	single				Headspace method and gas chromatograph (SRI 8610C)	9.646720204	single				nmol/L	Headspace method and gas chromatograph (SRI 8610C)																																																
183	Adam Rexroade	GitaruIntake	17	7	2013		spot	-0.897587	37.485506	reservoir		3			3100000		20000000											6.095074729	nmol CH4/L	single				Headspace method and gas chromatograph (SRI 8610C)	8.864557654	single				nmol/L	Headspace method and gas chromatograph (SRI 8610C)																																																
183	Adam Rexroade	MasingaIntake	17	7	2013		spot	-0.897587	37.485506	reservoir		3			120000000		1560000000											109.7379747	nmol CH4/L	single				Headspace method and gas chromatograph (SRI 8610C)	10.19273155	single				nmol/L	Headspace method and gas chromatograph (SRI 8610C)																																																
183	Adam Rexroade	MasingaBridge	17	7	2013		spot	-0.897587	37.485506	reservoir		3			120000000		1560000000											59.29127633	nmol CH4/L	single				Headspace method and gas chromatograph (SRI 8610C)	10.69640043	single				nmol/L	Headspace method and gas chromatograph (SRI 8610C)																																																
273	ClŽment Duvert	S1	16	4	2017		spot	26.304153	118.807691	reservoir		14	60992				2600000000																									36.34	single				estimated from empirical equation (Cole and Caraco 1998)	mmol/m2/d																				60			0.5		0.054794521																
273	ClŽment Duvert	S1	29	8	2017		spot	26.304153	118.807691	reservoir		14	60992				2600000000																									-6.85	single				estimated from empirical equation (Cole and Caraco 1998)	mmol/m2/d																				60			0.5		0.054794521																
273	ClŽment Duvert	S1	19	11	2017		spot	26.304153	118.807691	reservoir		14	60992				2600000000																									85.8	single				estimated from empirical equation (Cole and Caraco 1998)	mmol/m2/d																				60			0.5		0.054794521																
273	ClŽment Duvert	S1	19	1	2018		spot	26.304153	118.807691	reservoir		14	60992				2600000000																									60.13	single				estimated from empirical equation (Cole and Caraco 1998)	mmol/m2/d																				60			0.5		0.054794521																
273	ClŽment Duvert	S4	16	4	2017		spot	26.341903	118.747548	reservoir		14	60992				2600000000			139.9	µmol CO2/L				indirect	calculated from DIC+pH																36.41	single				estimated from empirical equation (Cole and Caraco 1998)	mmol/m2/d																				60			0.5		0.054794521																
273	ClŽment Duvert	S4	29	8	2017		spot	26.341903	118.747548	reservoir		14	60992				2600000000			5.84	µmol CO2/L				indirect	calculated from DIC+pH																-6.6	single				estimated from empirical equation (Cole and Caraco 1998)	mmol/m2/d																				60			0.5		0.054794521																
273	ClŽment Duvert	S4	19	11	2017		spot	26.341903	118.747548	reservoir		14	60992				2600000000			163.64	µmol CO2/L				indirect	calculated from DIC+pH																92.85	single				estimated from empirical equation (Cole and Caraco 1998)	mmol/m2/d																				60			0.5		0.054794521																
273	ClŽment Duvert	S4	19	1	2018		spot	26.341903	118.747548	reservoir		14	60992				2600000000			139.9	µmol CO2/L				indirect	calculated from DIC+pH																62.96	single				estimated from empirical equation (Cole and Caraco 1998)	mmol/m2/d																				60			0.5		0.054794521																
273	ClŽment Duvert	S7	16	4	2017		spot	26.354689	118.686671	reservoir		14	60992				2600000000			120.22	µmol CO2/L				indirect	calculated from DIC+pH																35.85	single				estimated from empirical equation (Cole and Caraco 1998)	mmol/m2/d																				60			0.5		0.054794521																
273	ClŽment Duvert	S7	29	8	2017		spot	26.354689	118.686671	reservoir		14	60992				2600000000			5.91	µmol CO2/L				indirect	calculated from DIC+pH																-6.76	single				estimated from empirical equation (Cole and Caraco 1998)	mmol/m2/d																				60			0.5		0.054794521																
273	ClŽment Duvert	S7	19	11	2017		spot	26.354689	118.686671	reservoir		14	60992				2600000000			159.49	µmol CO2/L				indirect	calculated from DIC+pH																90.57	single				estimated from empirical equation (Cole and Caraco 1998)	mmol/m2/d																				60			0.5		0.054794521																
273	ClŽment Duvert	S7	19	1	2018		spot	26.354689	118.686671	reservoir		14	60992				2600000000			120.22	µmol CO2/L				indirect	calculated from DIC+pH																53.25	single				estimated from empirical equation (Cole and Caraco 1998)	mmol/m2/d																				60			0.5		0.054794521																
203	Alicia Dixon 	Corumba	15	8	2005		spot	-17.769725	-48.559591	reservoir		3																																					0.75	mean 	100			open dynamic chamber	mg/m2/min																											very rough estimate based on a figure of 100 data points over 12.5 hours (figure 1); no other data provided except log-log plots; paper collected data three different times between two locations but graph is only from one of these time							
3	loris deirmendjian	Petit Saut all open waters	15	5	2003		monthly	5.066666667	-53.05	reservoir	200	1	6900	pristine tropical	300000000	NA	3500000000																									133	mean	116	SD	32	floating chambers	mmol/m2/d	7.7	mean	32	8.8	SD	floating chambers	mmol/m2/d																																		
3	loris deirmendjian	Petit Saut all openwaters	15	5	2003		monthly	5.066666667	-53.05	reservoir	200	1	6900	pristine tropical	300000000	NA	3500000000																									131	mean	110	SD	22	floating chambers	mmol/m2/d	2.7	mean	22	1.6	SD	floating chambers	mmol/m2/d																																		
3	loris deirmendjian	petit saut all stations	1	6	2003		annual	5.066666667	-53.05	reservoir	200	1	6900	pristine tropical	300000000	NA	3500000000			108	µmol CO2/L	33	63	SD	direct	HS+GC-FID	HS+GC-FID	2.5	_mol CH4/L	mean	56	2.6	SD	HS+GC-FID								108	mean	77	SD	175	floating chambers	mmol/m2/d	2.9	mean	58	1.8	SD	floating chambers	mmol/m2/d																							4.6		cm/h									
3	loris deirmendjian	petit saut roche genipa station	1	6	2003		annual	4.954147	-53.032318	reservoir	200	1	6900	pristine tropical	300000000	NA	3500000000			73	µmol CO2/L	28	4	SD	direct	HS+GC-FID	HS+GC-FID	1.7	_mol CH4/L	mean	2	0.8	SD	HS+GC-FID								75	mean	36	SD	24	floating chambers	mmol/m2/d	1.7	mean	8	0.7	SD	floating chambers	mmol/m2/d																							4.3		cm/h									
161	Nick Marzolf	Lake Cabiœnas- control	23	5	2005		weekly	-22.294391	-41.69065	lake		2	45000000		350000					12139	µatm				indirect	pH + TA																																											2.4																				
161	Nick Marzolf	Lake Cabiœnas- control	30	5	2005		weekly	-22.294391	-41.69065	lake		2	45000000		350000					11263	µatm				indirect	pH + TA																																											2.4																				
161	Nick Marzolf	Lake Cabiœnas- control	6	6	2005		weekly	-22.294391	-41.69065	lake		2	45000000		350000					8636	µatm				indirect	pH + TA																																											2.4																				
161	Nick Marzolf	Lake Cabiœnas- control	13	6	2005		weekly	-22.294391	-41.69065	lake		2	45000000		350000					7601	µatm				indirect	pH + TA																																											2.4																				
161	Nick Marzolf	Lake Cabiœnas- control	20	6	2005		weekly	-22.294391	-41.69065	lake		2	45000000		350000					7323	µatm				indirect	pH + TA																																											2.4																				
161	Nick Marzolf	Lake Cabiœnas- control	27	6	2005		weekly	-22.294391	-41.69065	lake		2	45000000		350000					7164	µatm				indirect	pH + TA																																											2.4																				
161	Nick Marzolf	Lake Cabiœnas- control	4	7	2005		weekly	-22.294391	-41.69065	lake		2	45000000		350000					10228	µatm				indirect	pH + TA																																											2.4																				
161	Nick Marzolf	Lake Cabiœnas- fish	23	5	2005		weekly	-22.294391	-41.69065	lake		2	45000000		350000					11661	µatm				indirect	pH + TA																																											2.4																				
161	Nick Marzolf	Lake Cabiœnas- fish	30	5	2005		weekly	-22.294391	-41.69065	lake		2	45000000		350000					11502	µatm				indirect	pH + TA																																											2.4																				
161	Nick Marzolf	Lake Cabiœnas- fish	6	6	2005		weekly	-22.294391	-41.69065	lake		2	45000000		350000					8557	µatm				indirect	pH + TA																																											2.4																				
161	Nick Marzolf	Lake Cabiœnas- fish	13	6	2005		weekly	-22.294391	-41.69065	lake		2	45000000		350000					7482	µatm				indirect	pH + TA																																											2.4																				
161	Nick Marzolf	Lake Cabiœnas- fish	20	6	2005		weekly	-22.294391	-41.69065	lake		2	45000000		350000					7164	µatm				indirect	pH + TA																																											2.4																				
161	Nick Marzolf	Lake Cabiœnas- fish	27	6	2005		weekly	-22.294391	-41.69065	lake		2	45000000		350000					6965	µatm				indirect	pH + TA																																											2.4																				
161	Nick Marzolf	Lake Cabiœnas- fish	4	7	2005		weekly	-22.294391	-41.69065	lake		2	45000000		350000					9552	µatm				indirect	pH + TA																																											2.4																				
161	Nick Marzolf	Lake Cabiœnas- nutr	23	5	2005		weekly	-22.294391	-41.69065	lake		2	45000000		350000					11462	µatm				indirect	pH + TA																																											2.4																				
161	Nick Marzolf	Lake Cabiœnas- nutr	30	5	2005		weekly	-22.294391	-41.69065	lake		2	45000000		350000					8398	µatm				indirect	pH + TA																																											2.4																				
161	Nick Marzolf	Lake Cabiœnas- nutr	6	6	2005		weekly	-22.294391	-41.69065	lake		2	45000000		350000					5651	µatm				indirect	pH + TA																																											2.4																				
161	Nick Marzolf	Lake Cabiœnas- nutr	13	6	2005		weekly	-22.294391	-41.69065	lake		2	45000000		350000					5452	µatm				indirect	pH + TA																																											2.4																				
161	Nick Marzolf	Lake Cabiœnas- nutr	20	6	2005		weekly	-22.294391	-41.69065	lake		2	45000000		350000					8437	µatm				indirect	pH + TA																																											2.4																				
161	Nick Marzolf	Lake Cabiœnas- nutr	27	6	2005		weekly	-22.294391	-41.69065	lake		2	45000000		350000					10467	µatm				indirect	pH + TA																																											2.4																				
161	Nick Marzolf	Lake Cabiœnas- nutr	4	7	2005		weekly	-22.294391	-41.69065	lake		2	45000000		350000					14169	µatm				indirect	pH + TA																																											2.4																				
161	Nick Marzolf	Lake Cabiœnas- nutr + fish	23	5	2005		weekly	-22.294391	-41.69065	lake		2	45000000		350000					12378	µatm				indirect	pH + TA																																											2.4																				
161	Nick Marzolf	Lake Cabiœnas- nutr + fish	30	5	2005		weekly	-22.294391	-41.69065	lake		2	45000000		350000					7442	µatm				indirect	pH + TA																																											2.4																				
161	Nick Marzolf	Lake Cabiœnas- nutr + fish	6	6	2005		weekly	-22.294391	-41.69065	lake		2	45000000		350000					4616	µatm				indirect	pH + TA																																											2.4																				
161	Nick Marzolf	Lake Cabiœnas- nutr + fish	13	6	2005		weekly	-22.294391	-41.69065	lake		2	45000000		350000					3781	µatm				indirect	pH + TA																																											2.4																				
161	Nick Marzolf	Lake Cabiœnas- nutr + fish	20	6	2005		weekly	-22.294391	-41.69065	lake		2	45000000		350000					4179	µatm				indirect	pH + TA																																											2.4																				
161	Nick Marzolf	Lake Cabiœnas- nutr + fish	27	6	2005		weekly	-22.294391	-41.69065	lake		2	45000000		350000					5771	µatm				indirect	pH + TA																																											2.4																				
161	Nick Marzolf	Lake Cabiœnas- nutr + fish	4	7	2005		weekly	-22.294391	-41.69065	lake		2	45000000		350000					6328	µatm				indirect	pH + TA																																											2.4																				
162	Nick Marzolf	Lake Imboassica	1	9	1991		monthly	-22.408254	-41.827176	lake		3	50000000		326000					789.2527288	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	11	1991		monthly	-22.408254	-41.827176	lake		3	50000000		326000					376.5525391	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	12	1991		monthly	-22.408254	-41.827176	lake		3	50000000		326000					304.7050409	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	1	1992		monthly	-22.408254	-41.827176	lake		3	50000000		326000					752.9558106	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	2	1992		monthly	-22.408254	-41.827176	lake		3	50000000		326000					645.2591971	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	2	1992		monthly	-22.408254	-41.827176	lake		3	50000000		326000					645.1845632	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	4	1992		monthly	-22.408254	-41.827176	lake		3	50000000		326000					160.6866312	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	5	1992		monthly	-22.408254	-41.827176	lake		3	50000000		326000					555.2010449	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	5	1992		monthly	-22.408254	-41.827176	lake		3	50000000		326000					608.9622788	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	6	1992		monthly	-22.408254	-41.827176	lake		3	50000000		326000					339.8078179	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	7	1992		monthly	-22.408254	-41.827176	lake		3	50000000		326000					339.7083061	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	8	1992		monthly	-22.408254	-41.827176	lake		3	50000000		326000					357.5706689	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	10	1992		monthly	-22.408254	-41.827176	lake		3	50000000		326000					303.5357776	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	11	1992		monthly	-22.408254	-41.827176	lake		3	50000000		326000					1684.535249	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	0	1993		monthly	-22.408254	-41.827176	lake		3	50000000		326000					2383.978605	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	1	1993		monthly	-22.408254	-41.827176	lake		3	50000000		326000					536.2938085	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	2	1993		monthly	-22.408254	-41.827176	lake		3	50000000		326000					715.6140187	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	3	1993		monthly	-22.408254	-41.827176	lake		3	50000000		326000					500.2456697	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	4	1993		monthly	-22.408254	-41.827176	lake		3	50000000		326000					787.0883478	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	5	1993		monthly	-22.408254	-41.827176	lake		3	50000000		326000					338.5390428	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	6	1993		monthly	-22.408254	-41.827176	lake		3	50000000		326000					876.5245514	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	7	1993		monthly	-22.408254	-41.827176	lake		3	50000000		326000					410.1377616	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	8	1993		monthly	-22.408254	-41.827176	lake		3	50000000		326000					176.807538	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	10	1993		monthly	-22.408254	-41.827176	lake		3	50000000		326000					804.4033958	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	11	1993		monthly	-22.408254	-41.827176	lake		3	50000000		326000					714.5691451	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	11	1993		monthly	-22.408254	-41.827176	lake		3	50000000		326000					947.7501011	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	0	1994		monthly	-22.408254	-41.827176	lake		3	50000000		326000					32.81400628	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	1	1994		monthly	-22.408254	-41.827176	lake		3	50000000		326000					158.3232267	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	1	1994		monthly	-22.408254	-41.827176	lake		3	50000000		326000					50.62661318	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	1	1994		monthly	-22.408254	-41.827176	lake		3	50000000		326000					158.2485928	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	5	1994		monthly	-22.408254	-41.827176	lake		3	50000000		326000						µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	5	1994		monthly	-22.408254	-41.827176	lake		3	50000000		326000					373.0198713	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	7	1994		monthly	-22.408254	-41.827176	lake		3	50000000		326000					85.90353578	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	7	1994		monthly	-22.408254	-41.827176	lake		3	50000000		326000					462.4809528	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	8	1994		monthly	-22.408254	-41.827176	lake		3	50000000		326000					821.1711291	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	9	1994		monthly	-22.408254	-41.827176	lake		3	50000000		326000					1018.303946	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	11	1994		monthly	-22.408254	-41.827176	lake		3	50000000		326000					1753.546662	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	1	1995		monthly	-22.408254	-41.827176	lake		3	50000000		326000					192.8040551	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	2	1995		monthly	-22.408254	-41.827176	lake		3	50000000		326000					13.28482135	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	3	1995		monthly	-22.408254	-41.827176	lake		3	50000000		326000					31.14718413	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	2	1996		monthly	-22.408254	-41.827176	lake		3	50000000		326000					-24.0072146	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	4	1996		monthly	-22.408254	-41.827176	lake		3	50000000		326000					155.1886059	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	4	1996		monthly	-22.408254	-41.827176	lake		3	50000000		326000					119.2648568	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	6	1996		monthly	-22.408254	-41.827176	lake		3	50000000		326000					693.0994807	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	8	1996		monthly	-22.408254	-41.827176	lake		3	50000000		326000					513.5056131	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	9	1996		monthly	-22.408254	-41.827176	lake		3	50000000		326000					298.137264	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	10	1996		monthly	-22.408254	-41.827176	lake		3	50000000		326000					11.02092857	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	11	1996		monthly	-22.408254	-41.827176	lake		3	50000000		326000					28.83353547	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	12	1996		monthly	-22.408254	-41.827176	lake		3	50000000		326000					46.67102031	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	12	1997		monthly	-22.408254	-41.827176	lake		3	50000000		326000					852.4675809	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	1	1998		monthly	-22.408254	-41.827176	lake		3	50000000		326000					421.8552726	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	3	1998		monthly	-22.408254	-41.827176	lake		3	50000000		326000					636.9002084	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	3	1998		monthly	-22.408254	-41.827176	lake		3	50000000		326000						µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	4	1998		monthly	-22.408254	-41.827176	lake		3	50000000		326000					26.84330006	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	5	1998		monthly	-22.408254	-41.827176	lake		3	50000000		326000						µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	5	1998		monthly	-22.408254	-41.827176	lake		3	50000000		326000					152.2778866	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	7	1998		monthly	-22.408254	-41.827176	lake		3	50000000		326000					1515.265728	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	8	1998		monthly	-22.408254	-41.827176	lake		3	50000000		326000					44.30761576	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	5	1999		monthly	-22.408254	-41.827176	lake		3	50000000		326000					402.0026744	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	6	1999		monthly	-22.408254	-41.827176	lake		3	50000000		326000					4491.563268	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	7	1999		monthly	-22.408254	-41.827176	lake		3	50000000		326000					186.5348136	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	8	1999		monthly	-22.408254	-41.827176	lake		3	50000000		326000					42.9890848	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	10	1999		monthly	-22.408254	-41.827176	lake		3	50000000		326000					903.7658986	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	10	1999		monthly	-22.408254	-41.827176	lake		3	50000000		326000					347.6692478	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	12	1999		monthly	-22.408254	-41.827176	lake		3	50000000		326000					78.39039711	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	1	2000		monthly	-22.408254	-41.827176	lake		3	50000000		326000						µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	2	2000		monthly	-22.408254	-41.827176	lake		3	50000000		326000					275.4983363	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	3	2000		monthly	-22.408254	-41.827176	lake		3	50000000		326000					239.4750754	µatm				indirect	pH + TA																																																															
162	Nick Marzolf	Lake Imboassica	1	4	2000		monthly	-22.408254	-41.827176	lake		3	50000000		326000					239.3009298	µatm				indirect	pH + TA																																																															
