Refs,Site,LakeIndex,Latitude,Longitude,LakeType,LakeArea_km2,Climate,k600_md,MeasFreq,ReportedFreq,DirectIndirect_CO2,FluxMethod,CO2_uM,n_CO2,F_CO2_mmol_m2_d,n_FCO2,F_CO2_measmod_mmol_m2_d,CH4_uM,n_CH4,F_CH4_diff_mmol_m2_d,n_FCH4diff,F_CH4_measmod_mmol_m2_d,F_CH4_eb_mmol_m2_d,n_FCH4eb,N2O_uM,n_N2O,F_N2O_mmol_m2_d,n_FN2O,F_N2O_measmod_mmol_m2_d,Temp_C,DO_mgL,pH,Cond_uScm
1132,Sandan,209,29.727,106.236,lake,0.12,4,0.76944814,single,single,indirect,modelled,1.21639003,1,-6.4,1,-6.4,,0,,0,,,0,,0,,0,,32,12.75,9.6,
1085,Shawan,210,29.664421,106.220702,reservoir,0.44,4,0.799089364,seasonal,annual,indirect,undefined,136.5113576,1,,0,90.5243526,,0,,0,,,0,,0,,0,,,,7.7,
1132,Xianshuitan,211,29.616645,105.571703,lake,0.78,4,0.814216739,single,single,indirect,modelled,3.448182154,1,-7.3,1,-7.3,,0,,0,,,0,,0,,0,,35.4,6.34,9.02,
1191,Beforetime Lake,212,29.369,100.09,lake,0.64,5,1.306712587,single,single,,undefined,,0,,0,,0.163,1,,0,0.196526353,,0,,0,,0,,,,,
126,"Bhalswa Lake, India",213,28.7447,77.17193,lake,0.36,3,0.793787148,seasonal,seasonal,indirect,modelled,34.97535164,2,8.99,2,8.99,,0,,0,,,0,,0,,0,,25.945,2.89,8.555,3271.445
1191,Heqing Caohai Lake,214,26.599,100.184,lake,0.53,5,0.929565461,single,single,,undefined,,0,,0,,1.49,1,,0,1.297774184,,0,,0,,0,,,,,
1064; 1115,Wulixia,215,25.588,110.776,reservoir,0.82,4,0.96032385,seasonal,seasonal,,measured,,0,73.92323703,20,73.92323703,,0,0.371579386,20,0.371579386,,0,,0,,0,,27.2,8.1495,8.2055,
1000,Hou Lake,216,24.8205,121.2499,lake,0.57,4,1.165462519,single,single,,modelled,,0,,0,,,0,0.041961535,1,0.041961535,,0,,0,,0,,,,,
1191,Stone Forest Long Lake,217,24.716541,103.420224,lake,0.55,5,1.000105854,single,single,,undefined,,0,,0,,2.29,1,,0,2.147329479,,0,,0,,0,,,,,
1191,Puzhehei Lake,218,24.15,104.118,lake,0.51,4,0.980857263,single,single,,undefined,,0,,0,,0.256,1,,0,0.233150321,,0,,0,,0,,,,,
1000,Carp Lake,219,23.9288,121.5099,lake,0.86,4,1.467303728,single,single,,modelled,,0,,0,,,0,0.165847973,1,0.165847973,,0,,0,,0,,,,,
1000,Lantan Lake,220,23.4729,120.4794,lake,0.49,4,1.014900127,single,single,,modelled,,0,,0,,,0,0.779285655,1,0.779285655,,0,,0,,0,,,,,
1043,Hutoupi,221,23.028138,120.342227,reservoir,0.12,2,1.015559179,monthly,monthly,,measured,,0,18.82108068,24,18.82108068,,0,3.290317209,24,3.290317209,,0,,0,,0,,,,,
1000; 1048,Chengcing Lake,222,22.664,120.353,lake,0.97,2,1.209200537,monthly,monthly,direct,measured,354.2110208,14,133.1610408,14,133.1610408,11.57029619,14,0.146135909,15,0.146135909,,0,,0,,0,,26.03419746,7.146194927,8.20894526,
167,Pandin Lake; Yambo Lake,223,14.119754,121.368218,lake,0.25,1,0.76907322,monthly,monthly,,undefined,,0,,0,,0.37240157,21,,0,0.340725865,,0,,0,,0,,28.08190476,7.153809524,,185.2415
167,Calibato Lake,224,14.101995,121.377454,lake,0.35,1,0.86962457,monthly,monthly,,undefined,,0,,0,,0.342430732,11,,0,0.349019815,,0,,0,,0,,27.47818182,8.48,,233.9654545
196,Jakkur Lake-JK1; Jakkur Lake-JK3; Jakkur Lake-JK4; Jakkur Lake-JK7; Jakkur Lake-JK9,225,13.0875,77.6108,reservoir,0.35,2,0.963082581,seasonal,seasonal,direct,undefined,257.4029362,12,,0,219.7064583,162.5782427,11,,0,146.9822351,,0,,0,,0,,,,,
176,Markan deya,226,12.907156,78.079995,reservoir,0.8,3,0.997947202,seasonal,annual,,undefined,,0,,0,,1.421,1,,0,1.328602264,,0,0.0146,1,,0,0.013162012,,,,
19,"Lake Thimmapuram, inside stands of water hyacinths; Lake Thimmapuram, open water",227,12.454404,78.223679,lake,0.4,3,0.926658963,daily,single,direct,measured,269.5,2,9.1,2,9.1,0.955,2,0.04235,2,0.04235,0.505,2,,0,,0,,29.1,3.65,7.8,1553
230,Parapalar Dam,228,10.43288,77.68913,reservoir,0.58,2,0.956516622,single,single,,measured,,0,1.37,1,1.37,0.66,1,0.29,1,0.29,,0,,0,,0,,27.5,,8.38,
292,Kitagata,229,-0.064,29.975,lake,0.69,2,0.981517473,seasonal,annual,direct,modelled,23.96355701,1,7.8,1,7.8,13.858,1,11.24823468,1,11.24823468,,0,0.0006,1,-0.004619735,1,-0.004619735,28.6,,,
292,Nyamunuka,230,-0.09,29.987,lake,0.56,2,0.978846498,seasonal,annual,direct,modelled,4.159774444,1,-7.1,1,-7.1,490.749,1,371.3974635,1,371.3974635,,0,0.0006,1,-0.004822327,1,-0.004822327,25.8,,,
169; 292,Katinda,231,-0.2195,30.1065,lake,0.41,2,0.965805127,seasonal,annual,direct,modelled,3.211094168,1,-7.9,1,-7.9,68.5695,2,101.6141501,1,101.6141501,,0,0.0026,1,-0.003370716,1,-0.003370716,24.9,,,
292,Mrambi,232,-0.23,30.106,lake,0.52,2,0.97788065,seasonal,annual,direct,modelled,8.216804271,1,-4.5,1,-4.5,0.494,1,0.369530808,1,0.369530808,,0,0.0047,1,-0.001733795,1,-0.001733795,25.2,,,
292,Kyashanduka,233,-0.29,30.05,lake,0.53,2,0.970616472,seasonal,annual,direct,modelled,0.428704665,1,-9.9,1,-9.9,0.118,1,0.084907839,1,0.084907839,,0,0.0043,1,-0.002082215,1,-0.002082215,24.5,,,
292,Nkugute,234,-0.324,30.099,lake,0.92,2,0.972908436,seasonal,annual,direct,modelled,11.51621739,1,-2.8,1,-2.8,0.229,1,0.162498883,1,0.162498883,,0,0.0049,1,-0.001662451,1,-0.001662451,24.3,,,
96,Lake Sonachi,235,-0.782756,36.261931,lake,0.12,5,0.966974287,single,single,direct,modelled,,0,-4.731773624,1,-4.731773624,151,1,60.72211584,1,60.72211584,,0,,0,,0,,31.7,1.9,,
292,Lac Vert,236,-1.614,29.135,lake,0.18,2,0.902938543,seasonal,annual,direct,modelled,1139.575011,1,,0,1110.460085,0.0567,1,18.11526381,1,18.11526381,,0,0.0017,1,-0.002175216,1,-0.002175216,23.6,,,
154,Palasari Reservoir Drought; Palasari Reservoir Dry; Palasari Reservoir Wet; Palasari Reservoir Wet transition,237,-8.2531,114.5492,reservoir,0.39,1,1.070184191,seasonal,seasonal,direct,modelled,22.56157037,4,7.325,4,7.325,,0,,0,,,0,,0,,0,,31.875,9.695167255,,267.75
237,Gold Creek reservoir d5; Gold Creek reservoir d6; Gold Creek reservoir d7; Gold Creek reservoir d8; Gold Creek reservoir s1; Gold Creek reservoir s2; Gold Creek reservoir s3; Gold Creek reservoir s4,238,-27.459141,152.8775249,reservoir,0.01,4,1.040303962,single,single,,modelled,,0,,0,,,0,48.527125,8,48.527125,,0,,0,0.00111625,8,0.00111625,,,,
173,Little Nerang Dam,239,-28.152689,153.282732,reservoir,0.1,4,1.210772658,seasonal,seasonal,,measured,,0,,0,,0.142608759,3,0.181494547,3,0.181494547,,0,,0,,0,,21,10.35,6.9,
160,Lago dos Bigus pond,240,-32.07367,-52.165375,reservoir,0.02,4,1.163147862,seasonal,seasonal,,undefined,,0,,0,,2.083333333,6,,0,2.280245728,,0,,0,,0,,17.98333333,9.23,7.966666667,185.35
161; 162,Lake Cabinas; Lake Cabinas- control; Lake Cabinas- fish; Lake Cabinas- nutr; Lake Cabinas- nutr + fish,243,-22.294391,-41.69065,lake,0.35,1,1.231672579,weekly,weekly,indirect,undefined,238.8665328,128,,0,259.2907864,,0,,0,,,0,,0,,0,,,,,
40,Nado reservoir,246,-19.832458,-43.960053,reservoir,0.015,2,0.709815096,seasonal,seasonal,,measured,,0,,0,,8.833333333,6,,0,6.474985434,10.93204489,6,,0,,0,,21.9,10.7,,
335,CVO lake,247,-19.39844444,-56.33066667,lake,0.161371,2,0.957326239,monthly,monthly,direct,measured,,0,98.27,10,98.27,5.227797213,8,38.73,10,38.73,,0,0.008266869,8,-0.0006077,10,-0.0006077,27.09,,8.81,626
11; 157,Mirante; Mirante - vegetated,248,-19.385462,-57.049375,lake,0.0115,2,0.843300722,monthly,annual,,measured,,0,,0,,,0,0.601620948,2,0.601620948,5.498753117,2,,0,,0,,25.6,,7.35,
113,Indonesian wetland,250,-6.333333,107.65,reservoir,0.002,1,0.733921299,weekly,annual,,measured,,0,,0,,,0,18.78278245,1,18.78278245,,0,,0,,0,,,,,
224; 330; 39; 72,"Barragem; Belo Monte hydropower complex, Intermediate Reservoir (P16-P18); Belo Monte hydropower complex, Xingu Reservoir (P4-P15), flooded area; GEX16; GEX25; GEX26; GEX28; GEX29; GEX31; GEX33; GEX34; GEX35; GEX43; GEX46; GEX48; GEX5; GEX50; GEX57; GEX59; GEX6; GEX60; GEX61; GEX62; GEX7; GEX8; XA-49; XA-81; Xingu; Xingu 11",251,-3.265674764,-52.09693529,reservoir,424.6857143,1,1.228929679,daily,daily,direct,measured,46.06871383,4,123.9020313,64,123.9020313,0.34030303,66,3.985454545,66,3.985454545,4.95409247,66,,0,,0,,30.27586207,6.18,6.792962963,
314,Humbolt,279,-0.528459,-78.2229,lake,0.002586,5,1.019507016,seasonal,annual,direct,modelled,64.33567202,1,40.37800259,1,40.37800259,9.281033333,1,7.206152902,1,7.206152902,,0,,0,-0.002745983,1,-0.002745983,,,,
314,Santa luca,280,-0.463051,-78.18398,lake,0.039091,5,1.304973168,seasonal,annual,direct,modelled,36.43099958,1,43.02887882,1,43.02887882,1488.3,1,1.291244976,1,1.291244976,,0,,0,-0.001286575,1,-0.001286575,,,,
312,A3,281,-0.28036,-78.15686,lake,0.018,5,1.17253964,seasonal,seasonal,direct,undefined,55.67319264,3,,0,29.2949509,0.383633333,3,,0,0.334878007,,0,0.007903333,3,,0,0.006305399,9.666666667,9.085804504,,63.9
312,A2,282,-0.25785,-78.15979,lake,0.08,5,1.284964349,seasonal,seasonal,direct,undefined,78.23125925,4,,0,53.30264134,0.9883,4,,0,0.942948174,,0,0.0071175,4,,0,0.006107198,9.375,8.765144456,,86.675
312; 314,A1; Salve facha,283,-0.2370898,-78.1544,lake,0.2846764,5,1.257463867,seasonal,seasonal,direct,modelled,85.88384664,5,53.91453818,1,53.91453818,29.19234,5,0.131682801,1,0.131682801,,0,0.00747,4,6.14E-05,1,6.14E-05,10.025,8.029703779,,93.725
314,Yanacocha,285,0.010034,-77.90635,lake,0.095858,5,1.125139849,single,single,direct,modelled,44.2585431,1,20.37898806,1,20.37898806,905,1,0.634881707,1,0.634881707,,0,,0,-0.001585961,1,-0.001585961,,,,
314,Cubilche 2,286,0.23145,-78.13163,lake,0.00545,5,0.965292167,single,single,direct,modelled,478.7609516,1,324.6588864,1,324.6588864,144.954,1,8.429888452,1,8.429888452,,0,,0,-0.001591938,1,-0.001591938,,,,
314,Cubilche 1,287,0.23204,-78.13238,lake,0.002948,5,0.925325862,single,single,direct,modelled,108.3852752,1,67.25968683,1,67.25968683,13.9435,1,9.344685017,1,9.344685017,,0,,0,-0.001272283,1,-0.001272283,,,,
186,Anyiko wetland/ rice paddies control; Anyiko wetland/ rice paddies standard fertilized; Anyiko wetland/ rice paddies under-fetilized,288,0.241546,34.294661,reservoir,0.9,1,1.11721735,seasonal,annual,,measured,,0,114.8648035,3,114.8648035,,0,9.591022444,3,9.591022444,,0,,0,3.45E-05,3,3.45E-05,23.47333333,,,
327,Porce III,339,6.916969,-75.156012,reservoir,4.61,1,0.777757792,seasonal,annual,,measured,,0,10.56666667,3,10.56666667,0.65,3,0.956666667,3,0.956666667,,0,,0,,0,,,,,
213,Hidrosogamoso Reservoir: Sampling station E1 (dam); Hidrosogamoso Reservoir: Sampling station E2 (4.3 km from dam); Hidrosogamoso Reservoir: Sampling station E3 (5.09 km from dam); Hidrosogamoso Reservoir: Sampling station E4 (9.74 km from dam); Hidrosogamoso Reservoir: Sampling station E5 (10.34 km from dam); Hidrosogamoso Reservoir: Sampling station E6 (11.54 km from dam); Hidrosogamoso Reservoir: Sampling station E7 (14.73 km from dam); Hidrosogamoso Reservoir: Sampling station E8 (16.02 km from dam),340,7.069489,-73.369139,reservoir,69.6,1,0.909226107,seasonal,annual,,measured,,0,423.9263804,8,423.9263804,,0,10.30236908,8,10.30236908,6.117518703,8,,0,,0,,,,,
230,NKMK P1,341,8.116171,77.526806,reservoir,0.02,2,0.985432157,single,single,,measured,,0,253.23,1,253.23,76.75,1,20.33,1,20.33,,0,,0,,0,,28,,7.12,0.43
230,NAKK P1,342,8.121173,77.501383,reservoir,0.07,2,1.049412959,single,single,,measured,,0,21.6,1,21.6,25.46,1,1.68,1,1.68,,0,,0,,0,,30.3,,8.46,0.19
230,Parakkai Lake,343,8.145891,77.454491,reservoir,0.9,2,1.20058151,single,single,,measured,,0,45.67,1,45.67,0.48,1,0.396084025,1,0.396084025,,0,,0,,0,,30.6,,8.52,0.46
230,KAMK,344,10.1891,76.37902,reservoir,0.0008,1,0.751788382,single,single,,measured,,0,67.65,1,67.65,0.75,1,0.73,1,0.73,,0,,0,,0,,33,,6.4,0.1
230,TSFP1,345,10.80725,79.13458,reservoir,0.009,2,0.781955936,single,single,,measured,,0,10.51,1,10.51,1.66,1,1.13,1,1.13,,0,,0,,0,,33.5,,8.77,1.37
230,THKP1,346,10.80951,79.138173,reservoir,0.005,2,0.761617805,single,single,,measured,,0,,0,,2.37,1,1.599409638,1,1.599409638,,0,,0,,0,,35,,9,2.03
230,TSFP2,347,10.81418,79.13475,reservoir,0.0006,2,0.679005998,single,single,,measured,,0,51.44,1,51.44,1.45,1,0.22,1,0.22,,0,,0,,0,,31.7,,8.47,1.47
230,CTRT P1,348,10.975234,76.821332,reservoir,0.0003,2,0.641253079,single,single,,measured,,0,-6.39,1,-6.39,0.96,1,0.08,1,0.08,,0,,0,,0,,27,,9.09,2.31
230,CPST P1,349,11.003817,76.935746,reservoir,0.2,2,0.939481156,single,single,,measured,,0,30.19,1,30.19,0.26,1,0.1,1,0.1,,0,,0,,0,,28.3,,8.14,1.75
230,DHKO L1,350,12.12213,77.9124,reservoir,0.05,2,0.914608622,single,single,,measured,,0,-11.85,1,-11.85,0.31,1,0.05,1,0.05,,0,,0,,0,,26.3,,9.15,3.37
230,DHPE P1,351,12.126141,77.900443,reservoir,0.06,2,0.931274852,single,single,,measured,,0,111.63,1,111.63,1.54,1,0.3,1,0.3,,0,,0,,0,,22.8,,7.61,3.04
230,Nemmeli Lake,352,12.66185,80.03023,reservoir,0.13,2,1.01418237,single,single,,measured,,0,-12.23,1,-12.23,0.85,1,0.2,1,0.2,,0,,0,,0,,27.3,,8.76,0.07
230,Puliyalam Lake,353,13.61617,79.995,reservoir,0.16,2,1.039815955,single,single,,measured,,0,-23.35,1,-23.35,0.28,1,0.12,1,0.12,,0,,0,,0,,31.2,,9.27,0.15
230,SUKA P1,354,13.701299,80.025756,reservoir,0.13,2,1.023426738,single,single,,measured,,0,108.19,1,108.19,1.68,1,1.302432865,1,1.302432865,,0,,0,,0,,31.2,,7.68,1.23
230,Pulicat Lake,355,13.73645,80.07686,lake,250,2,1.415338899,single,single,,measured,,0,2.95,1,2.95,0.04,1,0.02,1,0.02,,0,,0,,0,,32.9,,8.05,
181,HSSF; HSSF-inlet; HSSF-middle; HSSF-outlet; VF; vertical subsurface flow (VF),356,13.7383,100.5326,reservoir,1.40E-06,2,0.449375075,weekly,seasonal,,measured,,0,,0,,,0,0.651069853,10,0.651069853,,0,,0,0.015346181,10,0.015346181,,,,
79,PH-RiF,357,14.141,121.265,lake,0.05,1,0.774670219,seasonal,annual,,measured,,0,,0,,,0,2.83073849,1,2.83073849,,0,,0,,0,,,,,
176; 177,"Tillari; Tillari, Maharashtra Reservoir",358,15.75920233,74.09994033,reservoir,14.8,1,1.128646922,seasonal,seasonal,,undefined,,0,,0,,0.102,3,,0,0.105115698,,0,0.01277,1,,0,0.012964758,,,,
177,"Markandeya, Karnataka Reservoir",360,16.008498,74.638933,reservoir,8.05,2,1.078361657,seasonal,seasonal,,undefined,,0,,0,,0.20754,5,,0,0.207270938,,0,,0,,0,,,,,
166,El Chichon Lake,361,17.36,-93.23,lake,0.092166667,1,0.960124855,single,single,,measured,,0,,0,,,0,,0,,,0,,0,,0,,30,,2.3,
107; 81,Nam Theun 2 reservoir; Nam Theun 2 reservoir - RES1; Nam Theun 2 reservoir - RES1-RES8; Nam Theun 2 reservoir - RES3; Nam Theun 2 reservoir - RES7; Nam Theun 2 reservoir - RES8; Nam Theun 2 reservoir - RES9,362,17.83709656,105.0669822,reservoir,328,1,1.07894582,seasonal,seasonal,,measured,,0,,0,,12.22156863,51,13.12928571,14,13.12928571,11.33333333,6,,0,,0,,25.65381818,3.293137255,,
163,Mexico city Chinampas,368,19.3,-99.1,reservoir,22,5,1.150911028,seasonal,annual,,measured,,0,,0,,,0,99.90841728,1,99.90841728,,0,,0,,0,,19.8,,,
163,Mexico city reservoirs (Tacubaya),369,19.394414,-99.214117,reservoir,0.01,5,0.836980256,seasonal,annual,,measured,,0,,0,,,0,3779.868454,1,3779.868454,,0,,0,,0,,19.8,,,
163,Mexico city lakes (Chapultepec),370,19.422227,-99.184953,lake,0.04,5,0.887067633,seasonal,annual,,measured,,0,,0,,,0,41.6285072,1,41.6285072,,0,,0,,0,,19.8,,,
112,Community of Pinoltepec,371,19.445833,-96.755,reservoir,2.00E-05,2,0.547164462,monthly,annual,,measured,,0,,0,,,0,582.7991008,3,582.7991008,,0,,0,,0,,25.2,,,
163,Mexico city pond,372,19.5371,-99.1459,reservoir,0.085,5,0.923577496,seasonal,annual,,measured,,0,,0,,,0,1.665140288,1,1.665140288,,0,,0,,0,,19.8,,,
7,lago de llano,373,19.6582,-99.5071,reservoir,0.06,5,1.060082923,seasonal,seasonal,,measured,,0,-10.46,3,-10.46,,0,1.913333333,3,1.913333333,50,3,,0,,0,,13.46666667,,,
1000,Lanyutian Lake,374,22.021008,121.572611,lake,0.0067,1,1.332173658,single,single,,modelled,,0,,0,,,0,17.68378986,1,17.68378986,,0,,0,,0,,,,,
1000,Nanren Lake,375,22.087307,120.864532,lake,0.124,1,1.335654134,single,single,,modelled,,0,,0,,,0,2.837399051,1,2.837399051,,0,,0,,0,,,,,
304,Pokfulam,376,22.264638,114.137289,reservoir,0.03,4,1.464,seasonal,seasonal,direct,measured,31.9441568,1,17.9,1,17.9,,0,,0,,,0,,0,,0,,,,7.2,
58,East Kolkata Wetlands LTP; East Kolkata Wetlands NTP,377,22.52405,88.24295,lake,0.00425,2,0.709285697,HF,daily,indirect,undefined,31.45201814,24,,0,17.35032905,,0,,0,,,0,,0,,0,,30.20346667,,8.372075,1072.836804
1120,Shiyan,378,22.69,113.907,reservoir,3.9,4,1.292698925,single,single,indirect,modelled,63.27533095,1,26.70718508,1,26.70718508,,0,,0,,,0,,0,,0,,27.54,7.63,8.08,
1000,Yangnv Lake,379,22.803,120.409,lake,0.00055,4,0.769180797,single,single,,modelled,,0,,0,,,0,135.8754475,1,135.8754475,,0,,0,,0,,,,,
1000,Dagui Lake,380,22.868,120.861,lake,0.1187,5,1.014998401,single,single,,modelled,,0,,0,,,0,0.179835151,1,0.179835151,,0,,0,,0,,,,,
1000,Lotus Pond,381,23.1474,120.5039,lake,0.0009,4,0.73280365,single,single,,modelled,,0,,0,,,0,0.679377238,1,0.679377238,,0,,0,,0,,,,,
1000,Liucai Lake,382,23.748017,121.238752,lake,0.0004,5,1.103529367,single,single,,modelled,,0,,0,,,0,0.899175756,1,0.899175756,,0,,0,,0,,,,,
1000,Qicai Lake,383,23.750188,121.235785,lake,0.022,5,1.575813631,single,single,,modelled,,0,,0,,,0,0.015985347,1,0.015985347,,0,,0,,0,,,,,
1000,Xiluo Lake,384,23.805252,120.456892,lake,0.0006,4,0.743783838,single,single,,modelled,,0,,0,,,0,2.13804013,1,2.13804013,,0,,0,,0,,,,,
1000,Donghua Lake,385,23.899357,121.539796,lake,0.0065,4,1.025483035,single,single,,modelled,,0,,0,,,0,0.119890101,1,0.119890101,,0,,0,,0,,,,,
1000,Lishantian Lake,386,24.220526,121.237547,lake,0.0004,5,0.975625415,single,single,,modelled,,0,,0,,,0,0.161851636,1,0.161851636,,0,,0,,0,,,,,
1000,Xueshantian Lake,387,24.28279,121.027395,lake,0.0025,5,1.188857399,single,single,,modelled,,0,,0,,,0,0.005994505,1,0.005994505,,0,,0,,0,,,,,
1000; 1032,Liyutan; Liyutan Lake,388,24.348984,120.81666,reservoir,4.473,4,1.355905301,seasonal,seasonal,,measured,,0,-39.73246746,9,-39.73246746,,0,0.360069936,10,0.360069936,,0,,0,,0,,30.27777778,,,
1000,Chia-Lo Lake,390,24.474028,121.478766,lake,0.0037,5,1.263163958,single,single,,modelled,,0,,0,,,0,0.02397802,1,0.02397802,,0,,0,,0,,,,,
1000,Weidan Lake,391,24.4763,121.478728,lake,0.00075,5,1.096041461,single,single,,modelled,,0,,0,,,0,0.299725252,1,0.299725252,,0,,0,,0,,,,,
1000,Retreat Lake,392,24.477057,121.477044,lake,0.003,5,1.235514679,single,single,,modelled,,0,,0,,,0,2.397802015,1,2.397802015,,0,,0,,0,,,,,
1000,Haomai Lake,393,24.4784,121.4794,lake,0.0003,5,1.003854679,single,single,,modelled,,0,,0,,,0,0.067937724,1,0.067937724,,0,,0,,0,,,,,
1000; 1143; 1209,Cueifong Lake; Cuifeng Lake,394,24.515,121.607,lake,0.25,5,1.713824788,monthly,monthly,,modelled,,0,-72.90948961,64,-72.90948961,,0,0.147864458,1,0.147864458,,0,,0,,0,,,,,
1143; 125,Yuan Yang Lake (YYL); Yuanyang Lake,395,24.576747,121.40236,lake,0.021724152,5,0.839021604,monthly,monthly,indirect,modelled,189.8805579,23,102.0497143,35,102.0497143,,0,,0,,,0,,0,,0,,,,,
1166; 1209,Yuanyang Lake,396,24.576788,121.402238,lake,0.036,5,,monthly,monthly,indirect,modelled,27.81581146,4,12.39294088,31,12.39294088,,0,,0,,,0,,0,,0,,15.735,,6.045,
1032,2nd Baoshan-1; 2nd Baoshan-2; 2nd Baoshan-3,397,24.72071,121.04543,reservoir,1.93,4,1.359252426,seasonal,seasonal,,measured,,0,-24.44203924,9,-24.44203924,,0,0.36855105,9,0.36855105,,0,,0,,0,,29.55555556,,,
1000,Baoshan Lake,398,24.748185,121.043408,lake,1.93,4,,single,single,,modelled,,0,,0,,,0,2.617600533,1,2.617600533,,0,,0,,0,,,,,
1000,Green grass Lake,399,24.774725,120.970534,lake,0.163,4,1.226643541,single,single,,modelled,,0,,0,,,0,0.45957872,1,0.45957872,,0,,0,,0,,,,,
1000,Li Lake,400,24.801827,120.978363,lake,0.01,4,0.998741943,single,single,,modelled,,0,,0,,,0,0.169844309,1,0.169844309,,0,,0,,0,,,,,
1000,Jincheng Lake,401,24.8106,120.9105,lake,0.09,4,1.264177414,single,single,,modelled,,0,,0,,,0,0.065939555,1,0.065939555,,0,,0,,0,,,,,
1191,Moon Lake,402,24.821977,103.32389,lake,3,5,1.037896658,single,single,,undefined,,0,,0,,0.254,1,,0,0.244759983,,0,,0,,0,,,,,
1000,Ci Lake,403,24.8404,121.2987,lake,0.046,4,1.059978289,single,single,,modelled,,0,,0,,,0,0.051952377,1,0.051952377,,0,,0,,0,,,,,
1000,Longtan Lake,404,24.862794,121.209636,lake,0.18,4,1.099676162,single,single,,modelled,,0,,0,,,0,0.759303971,1,0.759303971,,0,,0,,0,,,,,
1000,Angtian Lake,405,24.872547,121.200025,lake,0.004,4,0.900794202,single,single,,modelled,,0,,0,,,0,0.399633669,1,0.399633669,,0,,0,,0,,,,,
1109; 1111,Longtan,406,25.041682,106.956024,reservoir,85,4,1.000238253,seasonal,seasonal,indirect,modelled,56.53252086,58,32.64827586,58,32.64827586,,0,,0,,,0,,0,,0,,26.08965517,,7.872931034,
1064,Si'anjiang,407,25.237547,110.613197,reservoir,1.72,4,0.976328794,single,single,,measured,,0,-89.4979602,1,-89.4979602,,0,0.599450504,1,0.599450504,,0,,0,,0,,29.3,8.72,8.63,
286,Wenwusha Reservoir,408,25.8752,119.5857,reservoir,5.2,4,1.609493968,seasonal,seasonal,direct,modelled,38.49675,12,2.56675,12,2.56675,,0,,0,,,0,,0,,0,,,,,
1107,Guangzhao,409,26.037,105.223,reservoir,51.54,4,0.950811445,single,single,indirect,undefined,46.99642469,6,,0,37.60529653,,0,,0,,,0,,0,,0,,26.73666667,,8.006666667,
1092,Longkaikou,410,26.535036,100.412963,reservoir,15.05,4,0.911608929,seasonal,seasonal,,measured,,0,27.55819665,40,27.55819665,,0,,0,,,0,,0,,0,,20.3821875,7.8796875,7.7509375,
1191,CuihuLongtan,411,26.7414,100.69278,reservoir,0.15,4,0.847938746,single,single,,undefined,,0,,0,,1.8,1,,0,1.430573163,,0,,0,,0,,,,,
1041; 1100; 1154,Hongjiadu,412,26.874819,105.828509,reservoir,80.5,4,1.044657768,monthly,monthly,indirect,modelled,63.96349935,61,106.5665194,61,106.5665194,,0,,0,,,0,,0,,0,,18.55208333,8.465625,8.035625,
1100; 1154,Suofengying,413,26.968518,106.371787,reservoir,5.7,4,0.97054873,seasonal,seasonal,indirect,modelled,145.6520146,20,271.98,20,271.98,,0,,0,,,0,,0,,0,,17.11,8.5795,7.7295,
1154,Silin,414,27.802068,108.176289,reservoir,38.4,4,0.981102322,seasonal,seasonal,indirect,modelled,212.0531122,16,552.34375,16,552.34375,,0,,0,,,0,,0,,0,,20.44375,9.33125,7.9,
1191,Napahai,415,27.892,99.633,lake,31.25,5,1.2442473,single,single,,undefined,,0,,0,,0.242,1,,0,0.279405897,,0,,0,,0,,,,,
1152,Xiluodu,416,28.264725,103.640799,reservoir,133.65,4,0.909124864,seasonal,seasonal,direct,measured,39.13333333,3,22.93333333,3,22.93333333,0.034666667,3,0.03021,3,0.03021,,0,,0,,0,,19,,,
1185,grass-fed fishing pond,417,28.53,113.362,reservoir,0.003268,4,0.749366539,single,single,,measured,,0,,0,,,0,0.387772396,1,0.387772396,,0,,0,0.009777752,1,0.009777752,,,,
23,"Okhla reservoir, deep water, monsoon 2010; Okhla reservoir, deep water, summer 2011; Okhla reservoir, deep water, winter 2011; Okhla reservoir, shallow water, monsoon 2010; Okhla reservoir, shallow water, summer 2011; Okhla reservoir, shallow water, winter 2011",418,28.552172,77.304821,reservoir,3.28,3,0.866972808,seasonal,seasonal,,measured,,0,,0,,,0,9.569006189,6,9.569006189,,0,,0,,0,,,3.88,7.6,
1185,intensive fishing pond,419,28.558,113.332,reservoir,0.003835,4,0.751282152,single,single,,measured,,0,,0,,,0,0.273721691,1,0.273721691,,0,,0,0.017599953,1,0.017599953,,,,
1185,no fishing pond,420,28.569,113.358,reservoir,0.016409,4,0.810536082,single,single,,measured,,0,,0,,,0,0.410582537,1,0.410582537,,0,,0,0.009777752,1,0.009777752,,,,
1152; 1196,Xiangjiaba,421,28.648046,104.382839,reservoir,95.6,4,0.935786078,seasonal,seasonal,direct,measured,87.07916667,12,59.44071754,12,59.44071754,0.0502,3,0.0409,3,0.0409,,0,,0,,0,,16.695,,,
1191,Yihai Lake,422,28.730565,102.233636,lake,1,5,1.005353237,single,single,,undefined,,0,,0,,0.673,1,,0,0.632524081,,0,,0,,0,,,,,
