site_numeric,longitude_reported,latitude_reported,longitude_snapped,latitude_snapped,distance_snapped,catchment_area_reported,River_width,catchment_area_snapped,catchment_area_h90m,order_h90,order_orig_coords,order_snapped_coords,slope_channel,elevation_m
1862,103.682719,15.329528,103.68375,15.33041667,148.451678,NA,59,34736.84375,34736.76172,9,9,9,0,120
1863,104.043992,15.333889,104.04375,15.33625,264.1062598,NA,70,3622.034424,1739.026611,7,NA,7,0,121
1864,105.399958,15.335642,105.3979167,15.33375,303.9505883,NA,68,840.1524048,840.0258179,6,6,6,0,113
1865,105.075083,15.33834,105.07625,15.33791667,133.8526639,NA,50,3529.158936,0.008293919,8,NA,8,0,117
1867,102.748214,15.365203,102.7495833,15.36625,187.5865952,NA,63,20134.99414,0.008361272,9,NA,9,0.001663,140
1868,103.012636,15.4354,103.0154167,15.43541667,298.3833145,NA,64,24915.93555,24915.71094,9,9,9,0,135
1870,104.068658,15.469394,104.0695833,15.46625,363.7963803,NA,82,4269.185547,0.008314874,8,NA,8,0,119
1871,104.595421,15.502902,104.5954167,15.50125,183.9003863,NA,42,3737.805176,0.012943713,7,NA,7,0,120
1872,104.965911,15.504153,104.9679167,15.50458333,220.4137477,NA,53,2233.460693,0.013604751,8,NA,8,0,116
1873,103.819903,15.5717,103.8229167,15.57041667,353.3355231,NA,95,3351.927002,3351.488281,8,8,8,0,121
1878,105.176448,17.645332,105.1770833,17.64541667,68.05325946,NA,35,138.5581512,0.008971464,5,NA,5,0,182
1898,110.765758,19.627899,110.76625,19.62625,190.6767946,NA,40.4,227.2576904,227.1843262,5,5,5,0.001082,8
1910,110.57126,19.95,110.5729167,19.95041667,179.4502082,NA,41,82.50772858,82.41941833,5,5,5,0,7
1911,110.5795,19.95,110.5804167,19.95125,169.0058993,NA,40,85.72634125,0.008620788,5,NA,5,0,1
1913,100.1292,20.2276,100.13125,20.23041667,379.6902657,NA,90,10574.13672,1145.898682,8,NA,8,0,362
1924,100.8444,21.9972,100.8470833,21.99541667,340.762437,NA,90,144864.2188,0.022201808,9,NA,9,0.00665,536
1935,120.425998,22.497131,120.42375,22.49625,251.1433552,NA,54.53,41.0092926,0.113260888,NA,NA,NA,0,0
1938,88.3256,22.5461,88.32541667,22.54708333,111.0750978,NA,32,17.35096741,0.00931744,4,NA,4,0,10
1939,88.3247,22.5478,88.32458333,22.54875,106.4315454,NA,25,17.42054176,0.013901162,4,NA,4,0,9
1943,113.862469,22.557485,113.8629167,22.55541667,234.8002192,NA,49.3,35.91075134,0.009641401,NA,NA,NA,0,0
1944,113.86419,22.562415,113.86625,22.56375,258.7084316,NA,52.1,42.10071182,0.010320093,5,NA,5,0,1
1945,113.865514,22.566504,113.86625,22.56625,80.76903752,NA,52.2,87.43848419,0.007989748,5,NA,5,0.006619,1
1957,120.432486,22.657799,120.4329167,22.65625,178.0190571,NA,36,0.684842706,0.008130196,3,NA,3,0.035957,13
1960,120.645758,22.712062,120.64625,22.71375,194.5806159,NA,50,409.6229553,0.017834974,6,NA,6,0.00839,108
1970,120.467616,22.829376,120.46625,22.82791667,214.5532777,NA,47,785.6329346,785.1633911,6,6,6,0.013662,28
1978,120.265705,22.899838,120.2645833,22.90041667,131.8318645,NA,28,239.3983154,236.6197205,5,5,5,0,7
1988,112.074667,22.948733,112.07625,22.94958333,187.8622472,NA,50,129.2753296,128.5562744,5,5,5,0,54
1993,114.477738,23.010665,114.4770833,23.01375,349.9101996,NA,85,1175.584961,0.008504519,6,NA,6,0,16
1994,114.477738,23.010874,114.47875,23.01458333,425.7410568,NA,90,1175.655762,1175.253052,6,6,6,0,14
2001,120.244555,23.057108,120.2429167,23.05458333,327.3324013,NA,75,226.8240051,0.014462961,6,NA,6,0,2
2002,120.674465,23.064345,120.6754167,23.06291667,186.4995856,NA,40,0.46960476,0.016812483,NA,NA,NA,0,321
2003,114.990497,23.074924,114.98875,23.07625,231.9464489,NA,70,1046.770142,0.041132245,6,NA,6,0,36
2004,114.990497,23.076026,114.9870833,23.07708333,368.8820879,NA,75,1046.831299,1025.336182,6,6,6,0,36
2005,112.114594,23.079575,112.1145833,23.08041667,93.70027241,NA,30,251.7797241,251.7154694,5,5,5,0,11
2007,112.131985,23.095048,112.1320833,23.09458333,52.69738005,NA,28,885.0082397,884.3884277,7,7,7,0,13
2008,112.13215,23.09515,112.1320833,23.09458333,63.44934787,NA,28,885.0082397,884.3884277,7,7,7,0,13
2027,111.85752,23.152207,111.85875,23.15208333,126.6461887,NA,28,653.4040527,653.3519287,6,6,6,0,14
2028,111.8571,23.152317,111.8579167,23.15208333,87.54298882,NA,30,653.3519287,653.2972412,6,6,6,0,9
2029,120.342075,23.153012,120.34125,23.15458333,194.2352624,NA,57,1025.912598,0.008542067,6,NA,6,0,12
2043,115.19914,23.194296,115.20125,23.19208333,327.5414906,NA,70,503.809845,0.010436927,6,NA,6,0,79
2049,120.276262,23.260962,120.2754167,23.26125,92.20606539,NA,42,277.8862,268.8157959,6,6,6,0.003214,6
2070,120.320689,23.382708,120.3204167,23.38291667,36.24737384,NA,26,0.814507842,0.814507842,2,2,2,0,10
2079,110.529583,23.414483,110.5304167,23.41625,214.3451896,NA,45,1244.929565,1244.479126,6,6,6,0,28
2080,110.5303,23.41633,110.53125,23.41875,286.3389713,NA,65,1245.061523,1244.929565,6,6,6,0,34
2081,110.530071,23.416471,110.53125,23.41875,280.8324957,NA,63,1245.061523,1244.929565,6,6,6,0,34
2084,113.823412,23.424086,113.82375,23.42208333,225.5934157,NA,60,302.2616577,302.1083069,6,6,6,0,8
2089,121.313848,23.430926,121.31375,23.43125,37.43073714,NA,26,250.8369751,250.8369751,5,5,5,0.037156,174
2090,114.471495,23.431598,114.4720833,23.43125,71.49682978,NA,38,847.4192505,0.007878291,7,NA,7,0,22
2091,114.471495,23.431799,114.4729167,23.43041667,211.5771698,NA,50,847.59552,847.3718262,7,7,7,0,20
2104,121.379723,23.469208,121.3804167,23.46958333,82.23560857,NA,28,1442.757568,0.03018642,7,NA,7,0.011986,69
2109,121.40772,23.491652,121.4070833,23.49041667,152.1045167,NA,33,1508.878662,1394.869385,7,7,7,0,69
2126,120.209041,23.578553,120.2070833,23.57875,200.932488,NA,69,401.3175049,0.00789495,7,NA,7,0,4
2129,115.12248,23.588713,115.12375,23.58791667,156.9870673,NA,40,195.4926605,0.009661688,5,NA,5,0,120
2131,120.363511,23.599402,120.3620833,23.59875,162.7197674,NA,43,0.26036346,0.007967412,1,NA,1,0,11
2134,108.981717,23.612167,108.9854167,23.61375,416.4795506,NA,88,4119.927246,4119.499023,8,8,8,0,83
2142,115.619612,23.655216,115.62125,23.65625,202.8413043,NA,42,1581.071167,6.503505707,7,4,7,0,131
2151,120.465144,23.700054,120.46375,23.70041667,147.7157258,NA,30,179.7745056,179.0770416,5,5,5,0,24
2152,114.793503,23.70463,114.7920833,23.70458333,144.796288,NA,30,331.2424316,329.8867188,5,5,5,0,52
2158,107.998,23.73299,107.9995833,23.73541667,314.6528921,NA,80,0.204800934,-64722.91016,1,10,1,0.064921,160
2165,120.993949,23.789387,120.99375,23.78875,73.75087257,NA,27,1495.492676,0.017800588,7,NA,7,0.010787,437
2166,120.846442,23.809493,120.8454167,23.80791667,204.198089,NA,48,1654.854492,0.007855569,NA,NA,NA,0,269
2167,120.458433,23.813778,120.45875,23.81541667,185.2502836,NA,48,2978.876221,56.61838913,7,NA,7,0.023305,15
2168,121.526817,23.819819,121.5270833,23.82125,161.5906703,NA,63,803.9766235,0.153818026,6,NA,6,0.006499,51
2170,116.882013,23.833133,116.88125,23.83208333,140.320803,NA,43,876.8789673,876.8375244,6,6,6,0,20
2179,121.473005,23.978227,121.47375,23.97875,95.55910534,NA,36,97.70724487,97.64988708,4,4,4,0.02652,172
2180,121.618045,23.980323,121.61875,23.97958333,109.1859673,NA,36,75.64500427,75.60506439,5,5,5,0,10
2188,115.659754,24.017979,115.6620833,24.01958333,296.6354802,NA,60,1605.568604,1604.818604,7,7,7,0,114
2194,113.740357,24.073293,113.7404167,24.07458333,143.7672083,NA,34,346.3642273,0.008342765,6,NA,6,0,91
2198,113.767717,24.103383,113.7679167,24.10208333,146.0939145,NA,42,237.6170654,0.008798108,5,NA,5,0,83
2200,114.768137,24.107664,114.7679167,24.10541667,251.1717873,NA,60,1362.331299,0.032733355,7,NA,7,0,111
2201,114.768537,24.107664,114.7679167,24.10541667,257.9906092,NA,65,1362.331299,1361.640747,7,7,7,0,111
2202,114.374647,24.129106,114.37375,24.12958333,105.4891406,NA,32.833,0.165175721,0.079350531,NA,NA,NA,0,120
2216,103.107118,24.221997,103.1079167,24.22208333,81.64758439,NA,34,9972.990234,47.45705795,8,5,8,0,1134
2217,103.107026,24.222102,103.1079167,24.22208333,90.44359158,NA,33,9972.990234,47.45705795,8,5,8,0,1134
2222,109.325533,24.2421,109.3270833,24.24208333,157.3747253,NA,35,245.1268616,0.007843287,6,NA,6,0,100
2224,109.347258,24.246406,109.3479167,24.24708333,100.7706386,NA,25,403.9968872,403.9660645,6,6,6,0,95
2227,109.446,24.258317,109.4470833,24.25958333,178.774301,NA,42,772.1580811,771.9841309,7,7,7,0,88
2228,109.434297,24.258875,109.4345833,24.25958333,84.03572056,NA,25,430.2374268,0.007836507,6,NA,6,0,86
2229,117.552227,24.259056,117.5529167,24.25958333,91.35165843,NA,30,130.7836914,127.4931412,5,5,5,0,60
2237,117.668,24.343,117.6704167,24.34125,313.0936307,NA,75,296.5292969,0.018833406,6,NA,6,0,24
2240,117.763,24.351,117.7654167,24.35291667,324.9479922,NA,70,524.3190308,524.1680908,6,6,6,0,4
2242,117.313325,24.364079,117.31625,24.36541667,331.890305,NA,80,632.4943237,0.014200904,6,NA,6,0.001284,39
2252,88.6198,24.4617,88.62041667,24.46208333,75.66585233,NA,31,2010.814575,0.007815586,7,NA,7,0,19
2256,117.397,24.484,117.39875,24.48541667,237.2803488,NA,60,1062.403931,1021.108459,7,7,7,0,23
2262,108.629086,24.502585,108.6329167,24.50208333,392.0237096,NA,90,12342.0625,0.009824944,8,NA,8,0,120
2263,117.374,24.5045,117.3745833,24.50541667,117.9154351,NA,50,1042.968384,0.021465896,6,NA,6,0,21
2266,116.668344,24.518965,116.6645833,24.51958333,387.053341,NA,90,10221.97266,0.008240965,8,NA,8,0,67
2267,117.426,24.521,117.42875,24.52125,279.9052875,NA,65,2139.451904,2139.333008,7,7,7,0,18
2275,117.332,24.543,117.3320833,24.54375,83.91497981,NA,40,916.5100098,0.015426906,6,NA,6,0,37
2278,117.470029,24.545129,117.4729167,24.54625,317.9188294,NA,70,2231.942871,0.016199246,7,NA,7,0,13
2280,117.29194,24.560847,117.2929167,24.56125,108.5853128,NA,25,881.6824341,695.4522095,6,NA,6,0,53
2286,107.8175,24.56948,107.8179167,24.56958333,43.7237293,NA,25,1044.055908,0.227402791,7,NA,7,0,210
2289,117.398914,24.585433,117.40125,24.58375,301.6916711,NA,70,647.7053833,647.3475342,6,6,6,0,33
2291,117.254178,24.609743,117.2545833,24.60791667,207.4040374,NA,50,794.0783081,793.3306885,6,6,6,0,78
2298,115.467173,24.65265,115.4670833,24.65208333,63.73003288,NA,25,148.1876678,144.8339844,5,5,5,0,206
2306,115.196593,24.676753,115.1979167,24.67375,360.1101864,NA,95,1862.755615,0.020229725,7,NA,7,0,155
2310,116.679973,24.700888,116.6804167,24.69958333,152.0081317,NA,35,978.7960815,114.4948883,6,NA,6,0.026477,194
2311,105.802667,24.70455,105.8070833,24.70458333,446.643443,NA,93,49943.26953,49848.40234,9,9,9,0,369
2314,115.651045,24.723287,115.6504167,24.72291667,75.73743217,NA,28,84.64892578,0.077215567,5,1,5,0,231
2315,115.634645,24.731051,115.6345833,24.72791667,348.9680982,NA,85,1429.43103,1154.606323,7,NA,7,0,213
2316,115.634645,24.731421,115.63375,24.72958333,223.6898776,NA,55,1429.319092,1154.606323,7,NA,7,0,215
2319,110.51198,24.752606,110.5129167,24.75458333,239.6182046,NA,55,652.4326782,0.008199044,7,NA,7,0,112
2323,104.535889,24.776153,104.53875,24.77375,393.9251911,NA,86,3659.557373,5.816712379,NA,3,NA,0,758
2329,121.038519,24.796096,121.0379167,24.79708333,125.6390749,NA,36,482.8811646,482.8585815,6,6,6,0.016876,48
2330,120.955103,24.800213,120.9545833,24.80125,126.8215135,NA,27,39.66807175,39.63572693,5,5,5,0,22
2336,116.070297,24.815685,116.07375,24.81791667,428.2996532,NA,95,1847.672729,40.61636353,7,4,7,0,166
2337,107.3308,24.84412,107.33125,24.84125,322.7047625,NA,80,1093.390137,0.014729838,7,NA,7,0,229
2338,107.331041,24.844286,107.3320833,24.84208333,266.8517343,NA,67,1093.324707,0.110557683,7,NA,7,0,233
2348,110.502581,24.910457,110.5020833,24.90791667,287.2178794,NA,75,4818.951172,4585.230957,8,NA,8,0,115
2352,103.177369,24.935968,103.1770833,24.93208333,433.3994922,NA,87,5388.302246,4980.351563,7,7,7,0,1533
2353,103.177366,24.93597,103.1770833,24.93291667,341.0910605,NA,80,5388.076172,4980.351563,7,7,7,0,1527
2366,117.523,24.986,117.5220833,24.98541667,113.0118883,NA,30,388.1583862,27.68068504,6,NA,6,0,82
2369,117.509,24.994,117.5070833,24.99041667,443.299621,NA,95,7054.500977,7053.915039,8,8,8,0,89
2379,103.638019,25.009378,103.6354167,25.00958333,263.5216176,NA,62,3302.623779,3302.467041,7,7,7,0,1833
2380,103.637801,25.009471,103.6354167,25.00958333,240.8609003,NA,50,3302.623779,3302.467041,7,7,7,0,1833
2386,104.4654,25.033633,104.4654167,25.03375,13.1324164,NA,27,2280.128906,2280.128906,8,8,8,0,1221
2387,104.506833,25.035017,104.5054167,25.03458333,150.7895961,NA,44,5107.954102,2751.694336,8,8,8,0,1216
2388,104.478017,25.03625,104.4795833,25.03541667,183.2034775,NA,50,4847.20459,4847.009277,8,8,8,0,1222
2392,105.933008,25.047498,105.9345833,25.04875,211.3411214,NA,49,404.6795349,0.042718221,6,NA,6,0,373
2393,105.932808,25.04757,105.9345833,25.04875,222.0606229,NA,50,404.6795349,404.5419312,6,6,6,0,373
2394,101.545778,25.048181,101.5470833,25.04875,146.0885427,NA,37,1513.559937,1503.96521,6,6,6,0,1775
2395,101.55,25.05,101.55125,25.05125,187.7596996,NA,43,1526.080444,0.024396854,6,NA,6,0.002598,1778
2396,104.4304,25.05055,104.4295833,25.04791667,304.4914514,NA,65,2100.194336,2099.76001,6,6,6,0,1231
2397,101.558612,25.053176,101.5604167,25.05458333,240.134807,NA,49,1787.644897,1787.408203,6,6,6,0,1782
2401,104.383033,25.063,104.38375,25.06375,110.444056,NA,35,429.5101929,222.4424286,6,6,6,0.003853,1240
2402,104.381267,25.065367,104.38125,25.06625,98.31005656,NA,25,206.9012909,162.96521,5,5,5,0,1242
2405,121.648451,25.070048,121.6495833,25.07125,175.897665,NA,48,252.7155151,252.6625366,5,5,5,0,10
2408,106.962903,25.074582,106.9620833,25.07208333,290.1689801,NA,76,43.64251328,0.022860253,4,NA,4,0.014066,335
2409,106.962628,25.075948,106.96375,25.07375,269.5675042,NA,70,42.76184464,42.53098679,4,4,4,0.002164,347
2410,101.61582,25.083281,101.6170833,25.08375,137.6554675,NA,40.5,1834.002563,1833.807007,6,6,6,0,1762
2417,105.860567,25.116216,105.86375,25.11875,427.1994341,NA,90,190.1242981,53.64199829,5,5,5,0,356
2425,101.398993,25.130718,101.4004167,25.13208333,209.0137334,NA,48,1124.458984,1124.175415,6,6,6,0,1816
2428,117.496,25.142,117.4970833,25.14125,137.4365254,NA,40,308.3227234,0.098267451,6,NA,6,0,173
2434,102.431652,25.167423,102.4320833,25.16791667,70.06124748,NA,31,5139.177734,5138.669434,8,8,8,0,1764
2436,117.083219,25.17336,117.0854167,25.17291667,226.8420694,NA,60,707.7824097,707.3505249,7,7,7,0,297
2437,117.525616,25.177201,117.52625,25.17458333,298.3153673,14741,75,6372.001953,0.041993983,8,NA,8,0,128
2439,110.450491,25.18242,110.44875,25.18291667,183.8951642,NA,40,432.6659851,0.007799455,6,NA,6,0,147
2444,102.467259,25.201347,102.4679167,25.20208333,105.3890828,NA,26,5169.566406,5169.439941,8,8,8,0,1696
2455,101.07941,25.221129,101.0795833,25.22125,22.0486183,NA,28.5,61.95230484,61.95230484,5,5,5,0,2020
2462,101.612442,25.250841,101.61375,25.25125,139.3411717,NA,28,18.90354156,18.5495491,4,4,4,0,1782
2467,101.70426,25.268749,101.7045833,25.26875,32.54949155,NA,25,2300.52002,2300.52002,6,6,6,0.029444,1666
2473,110.261449,25.282089,110.2645833,25.28125,329.0273953,NA,70,305.3151245,281.1258545,6,6,6,0,148
2476,103.856342,25.291821,103.8570833,25.28958333,260.0310987,NA,55,2228.545654,2208.802734,7,7,7,0,1858
2477,103.856434,25.29185,103.8570833,25.29041667,172.4239254,NA,50,2226.802246,2208.802734,7,7,7,0,1857
2483,117.994236,25.306629,117.9979167,25.30625,372.8050107,NA,85,985.4702759,0.102672674,7,1,7,0.011557,205
2484,101.71,25.3078,101.7104167,25.30708333,90.12736826,NA,25,772.8917236,0.026899781,NA,NA,NA,0,1584
2487,117.244776,25.319194,117.2454167,25.32041667,150.6023436,NA,52,1366.887573,0.071725704,7,NA,7,0.014066,187
2488,117.266,25.321,117.2670833,25.32208333,162.5622497,NA,40,1434.263672,1434.195557,7,7,7,0,192
2490,117.333,25.327,117.33625,25.32875,380.6401969,NA,90,2945.794922,2945.333252,8,8,8,0,175
2491,110.324811,25.337072,110.32375,25.33875,215.1444167,NA,50,0.299207777,0.007762902,2,NA,2,0,152
2492,117.543,25.34,117.5429167,25.33958333,47.13477173,NA,70,582.4907227,0.212362468,6,NA,6,0.004328,175
2499,101.7394,25.36,101.7395833,25.36041667,49.91488874,NA,25,3087.837402,3087.837402,7,7,7,0.005196,1563
2500,117.279,25.364,117.2820833,25.36208333,376.453598,NA,80,1443.851807,0.007758725,7,NA,7,0.025968,197
2501,117.266701,25.3693,117.2695833,25.36958333,291.6280368,NA,70,1442.060791,43.37656021,7,NA,7,0,191
2502,117.5679,25.376456,117.56875,25.37708333,110.3885646,NA,30,461.3069153,0.026179291,6,NA,6,0,196
2505,117.397,25.3817,117.3954167,25.38125,166.9358665,NA,40,980.3084717,980.0275879,7,7,7,0.00642,193
2506,117.363,25.384,117.3654167,25.38541667,289.7281814,NA,70,8.725748062,0.007779243,3,NA,3,0,182
2511,117.0605,25.409,117.06125,25.41125,261.5754876,NA,55,790.2451782,0.012561827,7,NA,7,0,275
2512,117.34723,25.411811,117.3479167,25.41208333,75.40605281,NA,40,621.5041504,1.436969876,6,NA,6,0.016548,198
2518,105.780465,25.466419,105.78375,25.46458333,388.2785013,NA,86,15197.03809,0.062453456,9,NA,9,0.004137,377
2528,103.314128,25.551515,103.3154167,25.55291667,202.7227713,NA,44,2551.374512,2550.799561,8,8,8,0,1864
2529,99.343252,25.582706,99.34708333,25.58208333,390.884889,NA,90,90822.71094,0.027882893,9,NA,9,0,1315
2544,99.378188,25.632515,99.37708333,25.63208333,120.8348676,NA,45,2636.393066,2306.078125,7,7,7,0,1316
2547,101.831,25.65,101.8320833,25.65041667,118.1932669,NA,34,4086.415771,0.071646094,7,NA,7,0,1101
2553,101.86,25.7069,101.8604167,25.70791667,120.6446179,NA,28,4216.233887,0.007736614,7,NA,7,0,1070
2560,113.038866,25.800024,113.0395833,25.80208333,240.2526596,NA,52,361.3007507,0.077575549,6,NA,6,0,153
2563,101.8596,25.82809,101.8604167,25.82875,109.9726365,NA,32,5561.600586,5560.497559,8,8,8,0,1055
2569,101.779,25.86,101.7804167,25.85875,198.7495808,NA,44,2899.694824,0.008767836,7,NA,7,0.005196,1017
2570,105.673784,25.872737,105.6745833,25.87125,183.8775011,NA,40,1958.284058,0.010585957,8,NA,8,0,645
2571,105.673707,25.873162,105.6745833,25.87208333,148.7374449,NA,45,1957.343872,0.010585957,8,NA,8,0,644
2586,104.501048,26.002123,104.50125,26.00291667,90.63266852,NA,30,653.6206665,0.067665502,6,1,6,0,1512
2587,104.500861,26.002268,104.50125,26.00291667,82.03006339,NA,27,653.6206665,0.067665502,6,1,6,0,1512
2588,105.668119,26.012995,105.6695833,26.01125,243.3006176,NA,58,731.0512085,0.01241769,7,NA,7,0.035579,1051
2589,105.668307,26.01304,105.6695833,26.01125,236.6633984,NA,60,731.0512085,0.01241769,7,NA,7,0.035579,1051
2594,106.636962,26.097963,106.6379167,26.09625,213.239968,NA,51,923.1212158,0.00906652,7,NA,7,0,956
2595,106.637085,26.098077,106.6379167,26.09625,219.7187134,NA,55,923.1212158,0.00906652,7,NA,7,0,956
2596,112.682878,26.116369,112.6820833,26.11791667,189.7138312,NA,40,5426.257324,0.008576247,8,NA,8,0,103
2598,112.678152,26.165126,112.6779167,26.16708333,219.1542966,NA,75,5600.422363,0.008158393,8,NA,8,0,83
2599,111.361537,26.167951,111.36125,26.16958333,183.9589764,NA,38,801.045166,800.9562988,6,6,6,0,125
2607,106.149488,26.252795,106.1495833,26.25375,106.7353173,NA,33,304.982666,240.2294312,6,NA,6,0.009526,1274
2609,107.507499,26.266559,107.50875,26.26291667,424.2591472,NA,88,441.5779114,0.01077411,6,NA,6,0,772
2613,104.712794,26.289494,104.7145833,26.28791667,250.448085,NA,55,6094.57959,0.023983955,8,NA,8,0,916
2614,104.712817,26.28969,104.7145833,26.28791667,264.6654128,NA,57,6094.57959,0.023983955,8,NA,8,0,916
2615,107.743699,26.290023,107.7445833,26.29125,162.6236793,NA,43,1253.521851,0.014019328,7,NA,7,0,680
2623,105.74605,26.391561,105.7495833,26.39208333,357.0999404,NA,86,3716.145752,0.015727317,8,NA,8,0,1143
2624,106.327881,26.400568,106.3279167,26.40125,76.00314067,NA,32,783.8271484,783.7854004,6,6,6,0,1245
2631,106.94836,26.450164,106.94875,26.45125,126.988095,NA,35,211.263031,211.1727142,6,6,6,0,1087
2633,103.733753,26.500332,103.73375,26.50208333,194.9577639,NA,40,6087.709473,0.013720194,8,NA,8,0,1629
2634,100.215263,26.501362,100.2170833,26.50208333,198.3281028,NA,42,1371.158569,1370.954712,7,7,7,0,2194
2636,100.983271,26.506787,100.98375,26.50625,76.48784586,NA,29,772.814209,698.5084229,6,6,6,0,1405
2639,108.072782,26.533231,108.0729167,26.53375,59.31115394,NA,30,466.6484375,466.5794067,6,6,6,0,718
2640,107.816121,26.534151,107.8195833,26.53458333,348.1693508,NA,71,2271.348877,2210.02417,7,7,7,0,622
2643,101.719049,26.590698,101.7229167,26.59125,389.8783665,NA,79,257486.3594,0.234417722,10,1,10,0,990
2646,101.714453,26.591067,101.71875,26.59125,428.2274773,NA,95,257480.625,212782.4844,10,10,10,0,986
2648,101.3615,26.59361,101.3620833,26.59375,60.12140427,NA,28,933.4705811,749.6782837,7,NA,7,0,1073
2655,106.960144,26.731681,106.9620833,26.73375,300.3718389,NA,62,1490.769775,1490.626221,8,8,8,0,947
2657,107.985325,26.7453,107.98625,26.74375,195.5186978,NA,60,2575.207275,2575.032471,7,7,7,0,573
2660,100.566395,26.805902,100.56625,26.80708333,132.2922132,NA,32,1980.564331,0.068985008,7,NA,7,0,1569
2661,106.549392,26.811963,106.5495833,26.81125,81.6154335,NA,28,225.8959351,225.8388214,6,6,6,0,1167
2665,108.329,26.862,108.33125,26.85958333,349.7149695,NA,88,6010.704102,0.016317021,8,NA,8,0,520
2666,105.865945,26.862959,105.86625,26.86125,192.641062,NA,52,9710.665039,9710.526367,8,8,8,0,1032
2673,105.557518,26.88855,105.5570833,26.88708333,168.8758926,NA,45,5485.07373,5484.000977,7,7,7,0,1097
2678,108.845335,26.949662,108.8445833,26.94875,125.9780847,NA,27,776.7728271,776.6905518,7,7,7,0,542
2679,106.939507,26.952067,106.9395833,26.95291667,94.88725995,NA,40,577.8533325,577.7368774,7,7,7,0,894
2681,108.400034,27.042868,108.40375,27.04208333,378.6500311,NA,86,2212.051025,2211.662842,7,7,7,0,455
2685,103.251634,27.135726,103.2504167,27.13708333,193.3233549,NA,42,11928.79688,0.033976119,9,NA,9,0,913
2686,104.942523,27.151549,104.94375,27.15125,126.0127168,NA,33,3127.513184,2.259383678,7,2,7,0,1276
2689,100.051096,27.183705,100.0520833,27.18375,97.8977711,NA,28,1937.289917,0.043312687,7,NA,7,0.053691,1852
2695,100.865661,27.282241,100.8645833,27.28208333,108.0553202,NA,30,773.4346313,0.008110436,7,NA,7,0.039836,2249
2696,116.902977,27.299507,116.9029167,27.30125,194.1216385,NA,55,619.2686157,617.6143799,7,7,7,0.002161,95
2704,103.55288,27.399678,103.55375,27.39958333,86.6267775,NA,30,691.7455444,0.164362162,6,NA,6,0.01014,1948
2705,107.260134,27.437017,107.2604167,27.43541667,180.3239795,NA,50,4723.260254,0.020292047,8,NA,8,0,632
2708,103.649936,27.467116,103.6504167,27.46791667,100.9855097,NA,40,2124.161621,0.007988139,7,NA,7,0,1877
2716,99.796499,27.556279,99.79708333,27.55541667,111.98493,NA,25,966.7722778,0.009666882,6,NA,6,0,3160
2718,115.857545,27.616879,115.8570833,27.61875,213.198607,NA,58,611.7263184,0.008124684,6,NA,6,0,77
2719,104.031617,27.649355,104.0304167,27.65125,241.8869769,NA,63,4431.994629,0.029115405,7,NA,7,0,853
2720,107.312721,27.659246,107.3129167,27.65791667,149.2330127,NA,38,1657.944946,1623.586426,7,7,7,0,750
2721,106.93214,27.663123,106.9329167,27.66291667,79.94600923,NA,29,588.6132813,0.016517717,6,NA,6,0,816
2724,106.888382,27.673434,106.8879167,27.67291667,73.62787654,NA,27,233.7818756,233.7330322,5,5,5,0,823
2731,114.831933,27.733422,114.83125,27.73208333,163.5108559,NA,43,0.094129086,0.014322133,1,NA,1,0.042134,76
2732,111.974382,27.750291,111.9754167,27.74791667,283.2839149,NA,62,1465.759399,1465.439209,7,7,7,0.007794,98
2734,110.500113,27.833867,110.4979167,27.83625,342.2211574,NA,78,3172.046875,3166.542969,8,8,8,0,167
2735,106.35873,27.84729,106.36125,27.85041667,427.3951962,NA,92,7695.873535,7695.156738,8,8,8,0,420
2736,104.483346,27.85069,104.4804167,27.85125,294.9816039,NA,70,2733.594727,0.057342194,7,NA,7,0.01732,549
2739,102.2138,27.88866,102.2120833,27.88791667,188.0847822,NA,53,747.5409546,0.007595938,7,NA,7,8.66E-04,1507
2742,108.388858,28.00316,108.38875,28.00458333,158.7999102,NA,40,689.7631226,0.010088077,6,NA,6,0.013856,452
2743,102.852396,28.015919,102.8529167,28.01375,246.8143293,NA,51,646.9318848,13.96472263,6,NA,6,0,2053
2744,104.131103,28.03152,104.13125,28.02875,308.6931204,NA,63,9400.582031,0.014646149,8,NA,8,0,462
2752,102.98783,28.216722,102.98875,28.21458333,254.6054116,NA,60,1625.882568,1625.020874,6,6,6,0,1511
2754,102.165441,28.233097,102.1645833,28.23125,222.1485273,NA,64,3795.882813,0.011693865,7,NA,7,0,1602
2755,107.327,28.234,107.3279167,28.23458333,110.9011972,NA,26,54.51533508,0.007701971,4,NA,4,0,667
2762,107.271,28.255,107.2720833,28.25458333,115.9121117,NA,35,13.79834175,0.062190644,3,NA,3,0,743
2765,106.00231,28.270706,106.0029167,28.27041667,67.63925673,NA,58,13684.45801,0.024184166,8,NA,8,0.002161,286
2766,99.288316,28.283028,99.28875,28.27958333,385.8115935,NA,91,203665.2813,129654.8125,10,10,10,0.003242,2044
2770,109.736385,28.318565,109.7370833,28.31875,71.46619729,NA,28,777.0270996,0.00756129,6,NA,6,0,206
2779,113.369429,28.51642,113.3695833,28.51541667,112.7061294,NA,29,206.1236877,206.100769,6,6,6,0.010392,60
2780,113.369638,28.516977,113.3695833,28.51625,81.10572686,NA,31.9,206.100769,205.9784088,6,6,6,0,63
