site_numeric,longitude_reported,latitude_reported,longitude_snapped,latitude_snapped,distance_snapped,catchment_area_reported,River_width,catchment_area_snapped,catchment_area_h90m,order_h90,order_orig_coords,order_snapped_coords,slope_channel,elevation_m
2784,106.862193,28.544732,106.86375,28.54625,227.4571772,NA,65,726.2542114,720.2062378,6,6,6,0,401
2811,104.680831,28.668256,104.6829167,28.67125,390.6156456,NA,97,4494.736816,4487.962402,8,8,8,0.002598,276
2814,115.817012,28.674857,115.81625,28.67458333,80.4161571,NA,30,108.7353897,0.007536898,5,NA,5,0,21
2817,-82.577423,28.715649,-82.57791667,28.71625,82.45523216,NA,25,0.020492999,0.010309611,NA,NA,NA,0.009232,0
2819,107.683834,28.723076,107.6854167,28.72458333,228.0924799,NA,53,5314.137207,5313.669922,7,7,7,0,415
2821,106.717427,28.74485,106.71625,28.74708333,273.8706738,NA,60,3017.084717,0.023132151,7,NA,7,0,306
2822,106.717889,28.745889,106.71625,28.74708333,208.0040107,NA,50,3017.084717,3016.595459,7,7,7,0,306
2827,-82.589203,28.799459,-82.59125,28.79958333,200.1648877,NA,45,22.03748131,21.47466469,4,4,4,0,0
2839,106.3377,28.8748,106.33875,28.87541667,123.2423415,NA,25,627.8919678,0.007525122,6,NA,6,0,243
2845,107.674729,28.910867,107.6754167,28.90958333,157.8291388,NA,36,1208.742065,1207.969238,7,7,7,0,396
2848,106.780751,28.927159,106.78125,28.92791667,97.35214645,NA,25,720.2564697,0.277121335,6,NA,6,0,262
2851,102.777118,28.986228,102.77875,28.98875,322.6035959,NA,78,3376.945313,3375.10498,7,7,7,0,1007
2856,114.582626,29.048571,114.5820833,29.04958333,124.4527761,NA,38,506.4428406,506.3877563,6,6,6,0.037813,101
2859,-82.436547,29.099651,-82.43541667,29.09958333,110.2032711,NA,40,3.836990118,0.287693024,2,NA,2,0,9
2860,106.299502,29.101447,106.3020833,29.10291667,299.6743192,NA,70,6.704027176,0.010055601,4,NA,4,0,229
2861,106.3077,29.110839,106.3079167,29.11291667,232.2427552,NA,50,1005.046509,1003.314819,6,6,6,0,203
2862,106.468133,29.113209,106.4654167,29.11208333,292.3919843,NA,70,5660.043457,0.014969652,7,NA,7,0,197
2864,103.883119,29.152401,103.8879167,29.15291667,469.939098,NA,95,3391.50293,0.016760221,7,NA,7,0.013035,329
2878,106.823388,29.28035,106.82375,29.28125,106.1743494,NA,25,189.9515991,171.6948853,6,NA,6,0,314
2879,106.563961,29.284416,106.56375,29.28541667,113.2618908,364,37,266.4919128,0.007822145,5,NA,5,0,229
2880,106.56346,29.285035,106.5629167,29.28625,145.1769034,NA,30,266.5657959,266.4919128,5,5,5,0,234
2881,106.559629,29.287246,106.55875,29.28708333,87.24248214,NA,32,274.9967346,274.9640503,5,5,5,0,220
2882,107.714567,29.290147,107.71625,29.29125,204.389466,NA,52,185.7798309,185.4095764,6,6,6,0,233
2895,107.725903,29.331696,107.7245833,29.33458333,345.9917963,NA,91,81079.9375,0.038636126,9,NA,9,0,214
2896,106.842023,29.335312,106.8429167,29.33625,135.736205,NA,35,255.3751221,254.9169312,6,6,6,0,306
2898,113.420308,29.343966,113.41875,29.34291667,191.0532689,NA,54,508.427063,489.7669678,6,6,6,0,52
2901,106.374633,29.3492,106.3754167,29.34958333,87.19548269,NA,25,189.5811768,179.3955841,5,5,5,0,190
2907,106.846087,29.361579,106.8470833,29.36208333,111.7846771,NA,40,267.7523193,267.6538696,6,6,6,0,265
2908,106.848034,29.362449,106.84875,29.36375,160.6242712,NA,52,267.9343262,0.01729944,6,NA,6,0.033773,281
2909,106.852497,29.363025,106.8554167,29.36291667,283.5179132,NA,70,268.7336121,0.041938514,6,NA,6,0.036209,247
2910,106.85485,29.363033,106.8554167,29.36291667,56.48173011,NA,35,268.7336121,268.5905457,6,6,6,0.036209,247
2913,106.525381,29.380111,106.52625,29.38041667,90.90325099,NA,25,358.8990173,0.036241978,5,NA,5,0,199
2914,106.593611,29.388611,106.59375,29.38958333,109.0760698,NA,26,135.1196289,135.0565186,5,5,5,0,264
2915,106.864353,29.388682,106.8654167,29.39041667,218.9341338,NA,50,295.8236389,284.1271973,6,6,6,0,256
2916,106.593511,29.388797,106.59375,29.38958333,90.55174746,272,29,135.1196289,135.0565186,5,5,5,0,264
2939,106.877018,29.426459,106.8770833,29.42625,24.11271835,NA,25,146.4400177,146.4400177,5,5,5,0,249
2941,106.868972,29.42757,106.86875,29.42875,133.1088118,NA,40,458.0167236,437.7145081,6,6,6,0.019447,240
2944,106.54878,29.431886,106.5479167,29.43208333,86.53691989,NA,31,242.4134064,242.3946533,6,6,6,0.046347,198
2949,106.872564,29.443036,106.8729167,29.44458333,175.6084087,NA,37,462.7045898,461.6962891,6,6,6,0,237
2953,106.771617,29.449767,106.7720833,29.44875,121.9031895,NA,30,59.33121872,0.007476882,5,NA,5,0,301
2959,106.777657,29.462658,106.77875,29.46291667,109.7805832,NA,28,68.01830292,67.97729492,5,5,5,0,289
2960,106.778015,29.462681,106.7795833,29.46291667,154.2549805,NA,33,68.05265045,67.97729492,5,5,5,0,289
2961,106.848553,29.465026,106.8479167,29.46625,149.5629775,NA,50,479.9714966,479.2286377,6,6,6,0,218
2962,106.848667,29.4652,106.8479167,29.46625,137.6618379,NA,48,479.9714966,479.2286377,6,6,6,0,218
2980,114.149369,29.48994,114.1495833,29.49125,147.2999576,NA,41,313.4655457,0.011875186,6,NA,6,0,70
2984,106.829687,29.497422,106.82625,29.49791667,337.5322959,NA,70,696.3687134,0.086387269,7,1,7,0,204
2985,106.809385,29.499416,106.80875,29.50041667,127.2545338,NA,40,703.7180786,584.2851563,7,7,7,0,185
2986,109.400243,29.499474,109.40125,29.50041667,143.2860749,NA,35,112.6972961,112.6215134,5,5,5,0,454
2987,106.809067,29.499583,106.8079167,29.50125,216.4664826,NA,46,705.0471191,509.0296326,7,NA,7,0,192
2989,106.80673,29.508553,106.8070833,29.51125,302.1737292,NA,65,830.6740112,705.9093628,7,7,7,0,182
2990,106.990526,29.508666,106.99125,29.50958333,123.8852493,NA,31,156.6388855,156.5815277,5,5,5,0,456
2991,106.990683,29.50871,106.99125,29.50958333,111.664112,NA,31,156.6388855,156.5815277,5,5,5,0,456
2995,106.991385,29.509294,106.9920833,29.51041667,142.111328,NA,30,156.6881104,156.6388855,5,5,5,0.099589,470
3012,114.168127,29.534647,114.1670833,29.53541667,132.5092824,NA,36,0.932796001,0.007620616,2,NA,2,0,73
3020,106.72921,29.551711,106.7279167,29.55291667,183.5736636,NA,47,126.3334732,125.4559174,5,5,5,0,186
3028,106.830861,29.5679,106.8295833,29.56958333,224.5380497,NA,65,868.3577271,868.0093384,7,7,7,0,173
3029,106.320567,29.5688,106.32125,29.56958333,109.4391296,NA,40,85.69681549,0.008088837,5,NA,5,0,287
3060,106.64505,29.6009,106.64625,29.60041667,128.0061737,NA,30,134.8071594,134.7386475,5,5,5,0,192
3062,106.642186,29.605906,106.6429167,29.60541667,89.26558692,NA,30,134.4560394,0.01583731,5,NA,5,0,193
3082,107.044114,29.633258,107.04625,29.63458333,253.933697,NA,59.01,358.8335571,0.022804407,6,NA,6,0,194
3083,106.349383,29.634001,106.35125,29.63458333,191.9276861,85,45,156.3564301,156.2252197,6,6,6,0,279
3086,106.351127,29.638474,106.35375,29.64041667,333.4275855,NA,74,158.6269989,158.4008789,6,6,6,0,278
3096,106.733495,29.64849,106.73375,29.64791667,68.42522067,NA,38,37.66675568,0.007462162,4,NA,4,0.014722,188
3098,106.579377,29.65146,106.5795833,29.65125,30.73983319,NA,28,15.84990501,15.84990501,4,4,4,0.011587,251
3100,106.734833,29.652783,106.7345833,29.65208333,81.54559898,NA,32,25.96848488,0.025994455,4,NA,4,0.015125,190
3108,106.885,29.658,106.88875,29.65708333,376.8405804,3860,97,763647.125,20.34793663,11,4,11,0,147
3109,106.881703,29.658298,106.88625,29.65958333,462.5415624,NA,95,20.43628311,0.026418088,4,NA,4,0,156
3111,106.851067,29.659483,106.8545833,29.65791667,382.2396728,NA,80,4.002953529,3.80389595,3,3,3,0,209
3112,106.85,29.66,106.8529167,29.65875,314.590444,NA,75,3.904329538,3.562561989,3,3,3,0,172
3116,106.882112,29.662786,106.8820833,29.65958333,356.5300066,NA,79,18.85324669,16.85033607,4,NA,4,0,168
3125,118.01602,29.691961,118.01875,29.69375,330.6898743,NA,70,775.3760986,758.925415,6,6,6,0.007972,170
3130,106.358075,29.700865,106.35875,29.70208333,150.5122064,NA,42,391.9396667,390.8687439,6,6,6,0,240
3138,118.295365,29.7142,118.2970833,29.71125,368.0247572,NA,93,1050.745361,827.2669678,7,NA,7,0,132
3160,106.546433,29.754083,106.54625,29.75541667,149.5127834,NA,40,336.098114,38.30570984,6,4,6,0,216
3161,106.376932,29.754885,106.3779167,29.75541667,112.06424,NA,31,457.1255798,0.00759978,6,NA,6,0,237
3162,118.227938,29.755171,118.23125,29.75291667,406.7307875,NA,92,938.807251,931.899353,7,7,7,0,135
3163,106.523963,29.755636,106.52375,29.75541667,31.93552176,NA,27,341.6998291,341.6998291,6,6,6,0.020784,181
3165,106.550003,29.756996,106.54625,29.75541667,403.0599578,NA,85,336.098114,0.010269873,6,NA,6,0,216
3167,106.553195,29.759635,106.5529167,29.75875,102.1236278,NA,33,296.3302307,0.011403596,6,NA,6,0,210
3173,106.56066,29.761517,106.5604167,29.76291667,157.5745936,NA,45,283.8734741,0.00892949,6,NA,6,0,230
3174,106.715394,29.762568,106.7145833,29.76208333,95.12068525,NA,33,17.77850914,17.20662117,4,4,4,0.003241,216
3175,-95.352249,29.765637,-95.35041667,29.76541667,178.7536482,250,40,1259.793213,0.007454223,7,NA,7,0,4
3177,106.629746,29.768243,106.6295833,29.76958333,150.0308818,NA,33,114.1455917,0.011654639,5,NA,5,0,263
3178,106.520181,29.769769,106.5195833,29.77041667,92.37603715,NA,25,358.5934753,0.017392443,6,NA,6,0,191
3188,118.11383,29.78833,118.1170833,29.78791667,317.6567762,NA,75,498.8018799,0.020252289,7,NA,7,0,152
3190,106.877341,29.794242,106.8770833,29.79125,333.9967943,NA,78,3643.251221,0.098353118,7,1,7,0,177
3192,106.880045,29.807357,106.8795833,29.80541667,220.5522041,NA,47,3621.409912,3621.281006,7,7,7,0,180
3195,106.878969,29.809211,106.8804167,29.80708333,275.0478021,NA,70,3621.281006,3609.707764,7,7,7,0,183
3201,106.555611,29.820393,106.5545833,29.81958333,134.0696417,NA,60,337.4465027,337.3996582,6,6,6,0.026071,260
3202,106.555763,29.821451,106.5554167,29.82041667,119.9014575,NA,47,337.3996582,0.007496121,6,NA,6,0,259
3203,118.328928,29.82336,118.33125,29.82458333,262.360637,NA,56.5,420.9577637,403.9600525,6,6,6,0,126
3204,107.0826,29.827,107.0820833,29.82541667,183.1823959,NA,40,366.3734436,0.011736757,6,NA,6,0,172
3205,107.081589,29.829976,107.0820833,29.82875,144.5859466,NA,40,365.0871887,0.027556757,6,NA,6,0,161
3206,118.342796,29.831102,118.34375,29.83291667,222.0233444,NA,57,423.2795105,422.8146973,6,6,6,0,127
3208,107.081651,29.834949,107.0829167,29.83375,180.9768467,NA,50,364.6427917,0.010892908,6,NA,6,0,158
3210,106.657124,29.838956,106.6545833,29.83625,388.4953727,NA,83,113.2184219,112.9217377,5,5,5,0,327
3211,107.152594,29.841258,107.14875,29.84208333,382.3744697,NA,85,3223.959229,261.9141541,8,NA,8,0,218
3215,107.158741,29.84577,107.15625,29.84375,329.2639321,NA,70,3185.950928,3185.657227,8,8,8,0,227
3217,118.269685,29.847403,118.2720833,29.84625,264.760429,NA,55,362.6207581,0.073780432,6,NA,6,0,136
3218,-82.71506,29.848936,-82.71541667,29.85041667,168.3859813,2634,50,2877.597412,0.010846957,7,NA,7,0,7
3220,106.853357,29.850346,106.85125,29.84875,270.093365,NA,60,2115.976807,2115.788818,6,6,6,0,188
3221,114.28502,29.85114,114.2854167,29.85208333,111.7771024,NA,38,599.0689697,0.008888805,6,NA,6,0,30
3223,106.850461,29.852674,106.8529167,29.85208333,246.0399115,NA,53,2115.556152,0.01012561,6,NA,6,0,187
3224,106.669973,29.853653,106.6670833,29.85125,386.5148953,NA,98,104.4956818,0.104106873,5,1,5,0,325
3226,118.358493,29.85511,118.3604167,29.85541667,188.8333701,NA,39,458.4611206,457.5505981,6,6,6,0.004429,119
3227,107.09333,29.855817,107.09375,29.85458333,143.1924794,NA,40,352.4863892,1.274448156,6,2,6,0,317
3228,118.449075,29.857822,118.45125,29.85625,273.3422927,NA,72,1594.585083,0.008450003,7,NA,7,0,121
3230,118.389262,29.860562,118.3895833,29.86041667,34.98701622,NA,48,468.8628845,468.8628845,6,6,6,0.007086,116
3232,118.407589,29.86217,118.41125,29.86125,367.9705649,NA,80,510.4776611,0.016133185,6,NA,6,0,113
3235,118.420261,29.864139,118.42125,29.86541667,171.3025506,NA,60,511.9616699,0.024319282,6,NA,6,0.012393,111
3236,106.847024,29.864667,106.8445833,29.86208333,371.8014031,908,77,1898.535645,1896.037842,6,6,6,0,188
3237,106.846944,29.865,106.8445833,29.86208333,396.6784278,NA,80,1898.535645,1.885076165,6,NA,6,0,188
3239,106.890558,29.872964,106.88875,29.87208333,200.1743643,NA,48,1419.815796,0.147787914,7,NA,7,0,190
3240,107.079907,29.873023,107.0804167,29.87208333,115.5951624,NA,30,345.1646729,0.073799945,6,1,6,0,314
3242,106.776119,29.875308,106.7779167,29.87541667,173.9433523,NA,41,145.7430267,145.7079926,5,5,5,0.056486,236
3249,106.9,29.89,106.8979167,29.88791667,306.94243,NA,85,1402.784912,1402.584595,7,7,7,8.66E-04,196
3251,106.699198,29.890627,106.6970833,29.88958333,234.8424734,NA,50,78.52941895,0.080620989,5,1,5,0,340
3252,106.900594,29.892186,106.89875,29.88958333,340.0209647,NA,75,1402.686523,0.009380319,7,NA,7,0,192
3256,106.705955,29.905496,106.7054167,29.90458333,114.1080759,NA,27,72.82096863,68.59612274,4,4,4,0,352
3260,-82.860485,29.911602,-82.86208333,29.91125,159.1254866,3559,46,3975.709961,0.007486139,7,NA,7,0,2
3261,106.904293,29.914688,106.9029167,29.91291667,237.7344358,NA,56,1388.132935,1387.644287,7,7,7,0,201
3264,118.470246,29.919477,118.4679167,29.91708333,348.5861355,NA,96,729.9734497,729.8755493,6,6,6,0.002159,118
3266,-82.426389,29.921667,-82.42541667,29.92291667,167.7880711,1490,35,1512.553833,0.061306048,7,1,7,0,17
3267,106.912959,29.928567,106.91125,29.92625,306.1225688,NA,70,1379.344727,0.019064279,7,NA,7,0,193
3272,111.377891,29.94951,111.3770833,29.94791667,193.7234416,NA,47,868.1089478,867.7127075,6,6,6,0,101
3277,106.885748,29.961759,106.88375,29.96041667,243.8432745,NA,68,1845.052246,1844.682129,6,6,6,0,194
3278,106.887166,29.963215,106.8854167,29.96208333,210.5534459,NA,57,1844.682129,0.014359616,6,NA,6,0,192
3280,115.546328,29.970699,115.5479167,29.96958333,197.2192839,NA,44,204.7776489,0.019300848,6,NA,6,0,16
3283,109.466131,29.985916,109.4679167,29.98625,176.141092,NA,51,1155.113892,1154.531006,6,6,6,0,497
3297,117.0098,30.05211,117.00875,30.05541667,381.746705,NA,80,452.995575,0.010509581,6,NA,6,0,18
3303,78.33,30.1286,78.32875,30.12458333,463.0475032,NA,96,21715.60352,0.008645316,9,NA,9,0,350
3306,115.236299,30.145253,115.2395833,30.14458333,324.8341123,NA,78,1135.06958,1134.760864,6,6,6,0,17
3307,78.59777,30.1467,78.59791667,30.14541667,143.5559778,NA,30,17442.06445,7658.263672,8,8,8,0,457
3309,117.822181,30.198954,117.8204167,30.20125,306.8227734,NA,67,405.4889832,0.014692668,6,NA,6,0.007794,151
3313,116.0724,30.21069,116.07375,30.20958333,179.0059383,NA,55,377.2253418,0.00748492,6,NA,6,0,24
3317,104.64586,30.289309,104.64375,30.28625,396.3526442,NA,85,9006.105469,0.201860711,8,NA,8,0,369
3318,108.9329,30.29096,108.93375,30.29125,87.84981949,NA,25,573.5215454,573.3961182,6,6,6,0,1069
3319,107.459167,30.291944,107.45875,30.29125,87.0347648,NA,90,1371.339722,0.009732355,7,NA,7,0,374
3321,113.431215,30.298886,113.4329167,30.29958333,181.0401887,NA,45,1268.150391,0.007536214,7,NA,7,0,26
3323,111.298839,30.300597,111.2995833,30.30125,101.9898882,NA,29,924.1253052,924.0249023,6,6,6,0,81
3326,109.473377,30.302734,109.47625,30.30125,321.7703686,NA,75,2904.599854,2903.802734,8,8,8,0,416
3327,107.4458,30.305278,107.4445833,30.30291667,287.6974382,NA,70,1341.237671,0.024105811,7,NA,7,0,382
3333,117.432955,30.370401,117.4295833,30.37125,337.3356772,NA,70,1100.563477,1100.334961,7,7,7,0,19
3335,107.9942,30.408981,107.9945833,30.40791667,124.0652046,NA,28,212.3373108,212.239975,5,5,5,0,229
3338,116.277508,30.433098,116.27875,30.43041667,321.410066,NA,67,1900.616821,1900.494019,7,7,7,0,31
3344,108.102745,30.464596,108.10125,30.46291667,235.6370916,NA,50.51,668.7028198,0.010035314,6,NA,6,0,216
3345,108.098045,30.464628,108.0995833,30.46375,177.0314353,NA,50.51,665.9918213,0.14286834,6,NA,6,0,219
3346,108.095678,30.467888,108.0970833,30.46708333,161.8804918,NA,51,665.1170654,0.027312618,6,NA,6,0,219
3349,108.073369,30.495007,108.0754167,30.49458333,201.9976279,NA,55.96,628.6890869,550.2651978,6,6,6,0,224
3350,108.07324,30.495168,108.0754167,30.49458333,218.6975859,NA,51,628.6890869,0.016216401,6,NA,6,0,224
3351,108.074588,30.497744,108.0745833,30.49541667,259.0779483,NA,55.96,626.6101074,0.01531345,6,NA,6,0.011258,233
3353,108.0625,30.5025,108.0645833,30.50208333,205.1332309,NA,60,531.8915405,515.8598633,6,6,6,0,236
3354,108.0625,30.50257,108.0654167,30.50125,315.9934376,NA,64,531.9840698,515.8598633,6,6,6,0,239
3367,107.98136,30.591523,107.9820833,30.59125,75.68357617,NA,30,246.1677094,0.007409895,6,NA,6,0.01738,240
3378,113.083005,30.658634,113.0854167,30.65791667,244.3563208,NA,55,1986.450684,1986.353638,7,7,7,0,36
3381,111.158207,30.67124,111.15875,30.67208333,107.3142133,NA,25,142.5110779,0.028427849,5,NA,5,0,83
3383,108.6099,30.675,108.6129167,30.67791667,434.5522817,3197,88,1806.518921,18.87011337,7,3,7,0,290
3386,111.95732,30.681579,111.9595833,30.67958333,310.3327155,NA,75,6463.155273,0.011712738,7,NA,7,0,40
3395,121.30567,30.73352,121.3054167,30.73458333,120.8262111,NA,42,4.130195618,0.030752456,3,NA,3,0,6
3396,121.305546,30.733592,121.3054167,30.73541667,203.4975926,NA,43.7,4.562733173,0.030752456,3,NA,3,0,6
3397,108.601944,30.7375,108.6029167,30.73958333,249.8917906,NA,60,1917.468384,1888.667358,7,7,7,0,234
3398,121.102526,30.745756,121.10625,30.74625,360.5039218,NA,88.54,125.2899933,125.0259171,6,6,6,0,5
3400,111.962,30.754,111.9604167,30.75208333,261.6617051,NA,60,2861.083496,0.023184262,7,NA,7,0,40
3402,109.260278,30.761111,109.2604167,30.76208333,109.0493836,NA,25,123.2602463,0.015301702,5,NA,5,0,573
3407,110.816667,30.778056,110.81875,30.77791667,199.8228183,NA,40,381.7389832,328.6082458,6,6,6,0,245
3415,121.365592,30.799466,121.36625,30.80208333,298.0759895,NA,68,20.41108513,17.04646111,4,4,4,0,6
3416,121.36525,30.799483,121.36625,30.80208333,304.8515002,NA,65.9,20.41108513,17.04646111,4,4,4,0,6
3417,115.407,30.8,115.4054167,30.79708333,358.2456749,NA,94,527.9609375,527.4807129,6,6,6,0,79
3418,108.863056,30.801111,108.8629167,30.80375,294.0740706,NA,63,656.3005371,0.225806937,6,NA,6,0,167
3444,121.567146,30.847729,121.5654167,30.84791667,166.5898446,NA,42.41,3.870958328,0.708568931,3,NA,3,0,5
3445,121.567181,30.847834,121.5654167,30.84791667,168.8705833,NA,45,3.870958328,0.708568931,3,NA,3,0,5
3451,121.145484,30.850515,121.1495833,30.85041667,391.921001,NA,85,562.7185059,562.130188,6,6,6,0,6
3454,109.392222,30.8625,109.3929167,30.86291667,80.97956792,NA,40,363.768219,362.1950989,5,5,5,0,313
3455,109.392778,30.8625,109.39375,30.86375,167.3001549,NA,41,363.9682007,363.768219,5,5,5,0,318
3458,121.81127,30.879448,121.80875,30.87875,252.9890252,NA,55,1.717817426,0.032255452,2,NA,2,0,2
3460,120.686041,30.881446,120.68875,30.88208333,268.3594554,NA,58,145.2112427,144.9179535,5,5,5,0,7
3461,109.560556,30.888611,109.56125,30.89041667,211.6571586,NA,45.667,840.2111206,0.483805776,6,NA,6,0,209
3462,121.304551,30.890609,121.30375,30.89125,104.6264368,NA,25,0.242104009,0.016481197,NA,NA,NA,0,1
3467,121.230336,30.897671,121.23125,30.89958333,230.0873951,NA,47,377.3544312,377.2886353,6,6,6,0,6
3468,121.230256,30.897722,121.23125,30.89958333,227.921019,NA,50,377.3544312,377.2886353,6,6,6,0,6
3469,121.395404,30.905751,121.39625,30.90625,98.05591798,NA,25,42.66672897,0.011168468,4,NA,4,0,7
3473,110.489444,30.912778,110.4895833,30.91375,109.0177597,523,25,117.1579742,0.027469695,5,NA,5,0.066625,279
3474,121.506549,30.916268,121.50625,30.91958333,370.1642437,NA,76,0.548745692,0.007452296,1,NA,1,0,7
3475,111.918614,30.916642,111.91625,30.91458333,321.7005824,NA,70,2419.526855,2419.049561,7,7,7,0,48
3476,121.506442,30.916873,121.50625,30.91958333,302.2695934,NA,74.42,0.548745692,0.014989375,1,NA,1,0,7
3481,108.144354,30.933603,108.14625,30.93458333,211.3881279,NA,46.02,545.519104,545.3418579,6,6,6,0,201
3482,110.004722,30.935833,110.0045833,30.93625,48.27157217,NA,26,241.1625061,241.1207886,6,6,6,0,218
3485,121.153504,30.938039,121.1545833,30.93791667,103.9521632,NA,28,0.056719352,0.018397037,1,NA,1,0.003098,5
3488,121.105536,30.939173,121.1079167,30.94208333,395.7621918,NA,87,22.06225586,21.69761848,4,4,4,0,4
3498,113.552953,30.947722,113.5520833,30.94708333,109.3088978,NA,46,1457.672607,1457.618774,6,6,6,0,31
3503,121.324334,30.952262,121.32375,30.95375,174.7743278,NA,47,99.52207184,0.00736362,5,NA,5,0,5
3504,121.324533,30.952283,121.32375,30.95375,179.6005056,NA,45,99.52207184,0.00736362,5,NA,5,0,5
3505,109.843333,30.954167,109.84375,30.95375,61.15228546,NA,33,172.4316711,0.054911729,5,NA,5,0,302
3506,121.418869,30.956314,121.41875,30.95708333,86.3919447,NA,31,3.230032682,0.00787117,3,NA,3,0,7
3509,108.259659,30.972806,108.2629167,30.97208333,321.1727742,NA,69.94,847.0432129,846.2674561,7,7,7,0,183
3510,121.3954,30.9733,121.3954167,30.97375,50.11902245,NA,36,66.29870605,0.015571377,5,NA,5,0,5
3517,111.666544,30.980648,111.6695833,30.97875,358.8642352,NA,76,2573.989502,0.007758689,6,NA,6,0,110
